time unit: us, xk_re_o_v[15:0], xk_re_o_v[15], xk_re_o_v[14], xk_re_o_v[13], xk_re_o_v[12], xk_re_o_v[11], xk_re_o_v[10], xk_re_o_v[9], xk_re_o_v[8], xk_re_o_v[7], xk_re_o_v[6], xk_re_o_v[5], xk_re_o_v[4], xk_re_o_v[3], xk_re_o_v[2], xk_re_o_v[1], xk_re_o_v[0], xk_im_o_v[15:0], xk_im_o_v[15], xk_im_o_v[14], xk_im_o_v[13], xk_im_o_v[12], xk_im_o_v[11], xk_im_o_v[10], xk_im_o_v[9], xk_im_o_v[8], xk_im_o_v[7], xk_im_o_v[6], xk_im_o_v[5], xk_im_o_v[4], xk_im_o_v[3], xk_im_o_v[2], xk_im_o_v[1], xk_im_o_v[0], r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
3347, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6CA, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 56F, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1,
3348, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6D3, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 629, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1,
3349, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6CF, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 6D9, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1,
3350, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6B3, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 775, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1,
3351, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 692, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 803, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1,
3352, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 662, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 877, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1,
3353, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62A, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 8D7, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1,
3354, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5E9, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 917, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1,
3355, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 59E, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 937, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1,
3356, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 54C, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 937, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1,
3357, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4F5, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 913, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1,
3358, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4A2, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 8D7, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1,
3359, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 450, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 87D, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1,
3360, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 401, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 807, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1,
3361, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3BB, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 77D, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1,
3362, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 37E, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 6E1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1,
3363, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 345, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 62F, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1,
3364, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 317, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 575, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1,
3365, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2FA, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 4B7, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1,
3366, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2E8, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 3F7, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1,
3367, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2E5, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 33F, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1,
3368, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2F0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 28F, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1,
3369, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 307, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1ED, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
3370, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 328, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 15D, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1,
3371, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 359, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0E9, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1,
3372, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 391, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 08F, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1,
3373, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3D5, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 053, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1,
3374, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 428, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 041, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1,
3375, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 46F, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 03D, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1,
3376, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4BF, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 05D, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1,
3377, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 513, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0A3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1,
3378, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 564, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 103, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1,
3379, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5B6, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 181, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1,
3380, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5F8, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 20B, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1,
3381, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 63B, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 2B3, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1,
3382, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 672, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 365, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1,
3383, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69D, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 41F, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1,
3384, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6BD, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 4DF, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1,
3385, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6CE, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 59B, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1,
3386, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6CF, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 64F, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1,
3387, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6C7, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 6FF, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1,
3388, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6AF, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 79B, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1,
3389, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 687, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 821, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1,
3390, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 654, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 88F, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1,
3391, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 617, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 8E3, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1,
3392, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5D5, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 91D, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1,
3393, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58E, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 93B, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1,
3394, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 535, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 92B, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1,
3395, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4E1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 905, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1,
3396, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 490, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 8C3, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1,
3397, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 43E, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 861, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1,
3398, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3F0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 7E5, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1,
3399, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3A8, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 751, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1,
3400, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36B, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 6AD, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1,
3401, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 338, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 5FB, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1,
3402, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30F, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 541, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
3403, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2F5, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 481, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1,
3404, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2E6, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 3C3, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1,
3405, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2E7, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 30D, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1,
3406, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2F5, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 261, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1,
3407, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30E, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1C3, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1,
3408, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 333, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 13B, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1,
3409, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 366, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0CD, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1,
3410, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3A2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 079, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1,
3411, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3E8, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 047, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,
3412, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 436, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 035, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1,
3413, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 483, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 03F, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1,
3414, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4D5, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 06B, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1,
3415, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 528, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0B7, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1,
