time unit: us, xk_re_o_v[15:0], xk_re_o_v[15], xk_re_o_v[14], xk_re_o_v[13], xk_re_o_v[12], xk_re_o_v[11], xk_re_o_v[10], xk_re_o_v[9], xk_re_o_v[8], xk_re_o_v[7], xk_re_o_v[6], xk_re_o_v[5], xk_re_o_v[4], xk_re_o_v[3], xk_re_o_v[2], xk_re_o_v[1], xk_re_o_v[0], xk_im_o_v[15:0], xk_im_o_v[15], xk_im_o_v[14], xk_im_o_v[13], xk_im_o_v[12], xk_im_o_v[11], xk_im_o_v[10], xk_im_o_v[9], xk_im_o_v[8], xk_im_o_v[7], xk_im_o_v[6], xk_im_o_v[5], xk_im_o_v[4], xk_im_o_v[3], xk_im_o_v[2], xk_im_o_v[1], xk_im_o_v[0], r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
3278, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 609, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 8F9, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1,
3279, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5C3, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 92B, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1,
3280, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 579, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 941, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
3281, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 525, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 92F, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1,
3282, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4D4, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 907, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1,
3283, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 47D, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 8B7, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1,
3284, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 42B, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 84F, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1,
3285, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3E0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 7CF, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
3286, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3A2, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 741, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1,
3287, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 360, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 691, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1,
3288, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 330, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 5E1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1,
3289, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 30B, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 523, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1,
3290, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2EF, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 461, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1,
3291, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2E6, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 3A7, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1,
3292, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2E7, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 2ED, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1,
3293, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2F6, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 245, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1,
3294, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 313, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1AB, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1,
3295, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 33F, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 12B, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1,
3296, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 372, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0C1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1,
3297, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3B1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 077, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1,
3298, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3F4, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 045, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1,
3299, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 443, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 03B, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1,
3300, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 494, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 04D, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1,
3301, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4E5, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 07F, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1,
3302, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 539, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0D1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1,
3303, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58B, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 141, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
3304, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5D8, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1C9, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1,
3305, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61D, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 265, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1,
3306, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 654, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 30B, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1,
3307, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 686, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 3C1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1,
3308, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6AD, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 47F, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1,
3309, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6C7, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 541, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
3310, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6CE, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 5F7, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1,
3311, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6CE, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 6AB, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1,
3312, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6BE, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 753, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1,
3313, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 69D, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 7E3, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1,
3314, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 670, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 85F, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1,
3315, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 639, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 8C3, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1,
3316, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5F6, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 907, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1,
3317, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5B2, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 935, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1,
3318, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 563, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 93F, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1,
3319, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 50F, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 927, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1,
3320, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4BC, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 8F1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1,
3321, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 469, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 89F, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1,
3322, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 419, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 831, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1,
3323, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3CD, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 7A9, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1,
3324, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 390, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 715, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1,
3325, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 354, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 665, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1,
3326, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 324, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 5AD, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1,
3327, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 301, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4EF, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1,
3328, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2EB, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 42F, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1,
3329, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2E5, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 375, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1,
3330, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2F0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 2C7, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1,
3331, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 301, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 21D, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1,
3332, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 321, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 18B, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1,
3333, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34B, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 10B, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1,
3334, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 382, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0A9, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1,
3335, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3BF, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 061, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1,
3336, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 408, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 03D, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1,
3337, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 459, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 03D, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1,
3338, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4AA, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 057, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1,
3339, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4FD, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 091, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1,
3340, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 54F, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0EB, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1,
3341, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59D, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 15D, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1,
3342, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5E9, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1EB, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1,
3343, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 62A, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 289, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1,
3344, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 663, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 337, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1,
3345, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 693, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 3F1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1,
3346, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, FFFF, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6B8, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 4B1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1,
