time unit: ns, adc_in_v[11:0], adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], adc_in_i[11:0], adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0], r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0]
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X
1268000,1310,0,1,0,1,0,0,0,1,1,1,1,0,1555,0,1,1,0,0,0,0,1,0,0,1,1,1254,0,1,0,0,1,1,1,0,0,1,1,0,1534,0,1,0,1,1,1,1,1,1,1,1,0
1268500,1365,0,1,0,1,0,1,0,1,0,1,0,1,1568,0,1,1,0,0,0,1,0,0,0,0,0,1310,0,1,0,1,0,0,0,1,1,1,1,0,1555,0,1,1,0,0,0,0,1,0,0,1,1
1269000,1416,0,1,0,1,1,0,0,0,1,0,0,0,1572,0,1,1,0,0,0,1,0,0,1,0,0,1365,0,1,0,1,0,1,0,1,0,1,0,1,1568,0,1,1,0,0,0,1,0,0,0,0,0
1269500,1464,0,1,0,1,1,0,1,1,1,0,0,0,1567,0,1,1,0,0,0,0,1,1,1,1,1,1416,0,1,0,1,1,0,0,0,1,0,0,0,1572,0,1,1,0,0,0,1,0,0,1,0,0
1270000,1506,0,1,0,1,1,1,1,0,0,0,1,0,1553,0,1,1,0,0,0,0,1,0,0,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1567,0,1,1,0,0,0,0,1,1,1,1,1
1270500,1540,0,1,1,0,0,0,0,0,0,1,0,0,1529,0,1,0,1,1,1,1,1,1,0,0,1,1506,0,1,0,1,1,1,1,0,0,0,1,0,1553,0,1,1,0,0,0,0,1,0,0,0,1
1271000,1565,0,1,1,0,0,0,0,1,1,1,0,1,1498,0,1,0,1,1,1,0,1,1,0,1,0,1540,0,1,1,0,0,0,0,0,0,1,0,0,1529,0,1,0,1,1,1,1,1,1,0,0,1
1271500,1581,0,1,1,0,0,0,1,0,1,1,0,1,1463,0,1,0,1,1,0,1,1,0,1,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1498,0,1,0,1,1,1,0,1,1,0,1,0
1272000,1593,0,1,1,0,0,0,1,1,1,0,0,1,1420,0,1,0,1,1,0,0,0,1,1,0,0,1581,0,1,1,0,0,0,1,0,1,1,0,1,1463,0,1,0,1,1,0,1,1,0,1,1,1
1272500,1593,0,1,1,0,0,0,1,1,1,0,0,1,1370,0,1,0,1,0,1,0,1,1,0,1,0,1593,0,1,1,0,0,0,1,1,1,0,0,1,1420,0,1,0,1,1,0,0,0,1,1,0,0
1273000,1584,0,1,1,0,0,0,1,1,0,0,0,0,1318,0,1,0,1,0,0,1,0,0,1,1,0,1593,0,1,1,0,0,0,1,1,1,0,0,1,1370,0,1,0,1,0,1,0,1,1,0,1,0
1273500,1566,0,1,1,0,0,0,0,1,1,1,1,0,1263,0,1,0,0,1,1,1,0,1,1,1,1,1584,0,1,1,0,0,0,1,1,0,0,0,0,1318,0,1,0,1,0,0,1,0,0,1,1,0
1274000,1541,0,1,1,0,0,0,0,0,0,1,0,1,1206,0,1,0,0,1,0,1,1,0,1,1,0,1566,0,1,1,0,0,0,0,1,1,1,1,0,1263,0,1,0,0,1,1,1,0,1,1,1,1
1274500,1508,0,1,0,1,1,1,1,0,0,1,0,0,1152,0,1,0,0,1,0,0,0,0,0,0,0,1541,0,1,1,0,0,0,0,0,0,1,0,1,1206,0,1,0,0,1,0,1,1,0,1,1,0
1275000,1468,0,1,0,1,1,0,1,1,1,1,0,0,1097,0,1,0,0,0,1,0,0,1,0,0,1,1508,0,1,0,1,1,1,1,0,0,1,0,0,1152,0,1,0,0,1,0,0,0,0,0,0,0
1275500,1421,0,1,0,1,1,0,0,0,1,1,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1,1468,0,1,0,1,1,0,1,1,1,1,0,0,1097,0,1,0,0,0,1,0,0,1,0,0,1
1276000,1370,0,1,0,1,0,1,0,1,1,0,1,0,997,0,0,1,1,1,1,1,0,0,1,0,1,1421,0,1,0,1,1,0,0,0,1,1,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1
1276500,1317,0,1,0,1,0,0,1,0,0,1,0,1,955,0,0,1,1,1,0,1,1,1,0,1,1,1370,0,1,0,1,0,1,0,1,1,0,1,0,997,0,0,1,1,1,1,1,0,0,1,0,1
1277000,1260,0,1,0,0,1,1,1,0,1,1,0,0,921,0,0,1,1,1,0,0,1,1,0,0,1,1317,0,1,0,1,0,0,1,0,0,1,0,1,955,0,0,1,1,1,0,1,1,1,0,1,1
1277500,1203,0,1,0,0,1,0,1,1,0,0,1,1,893,0,0,1,1,0,1,1,1,1,1,0,1,1260,0,1,0,0,1,1,1,0,1,1,0,0,921,0,0,1,1,1,0,0,1,1,0,0,1
1278000,1146,0,1,0,0,0,1,1,1,1,0,1,0,872,0,0,1,1,0,1,1,0,1,0,0,0,1203,0,1,0,0,1,0,1,1,0,0,1,1,893,0,0,1,1,0,1,1,1,1,1,0,1
1278500,1093,0,1,0,0,0,1,0,0,0,1,0,1,859,0,0,1,1,0,1,0,1,1,0,1,1,1146,0,1,0,0,0,1,1,1,1,0,1,0,872,0,0,1,1,0,1,1,0,1,0,0,0
1279000,1044,0,1,0,0,0,0,0,1,0,1,0,0,854,0,0,1,1,0,1,0,1,0,1,1,0,1093,0,1,0,0,0,1,0,0,0,1,0,1,859,0,0,1,1,0,1,0,1,1,0,1,1
1279500,999,0,0,1,1,1,1,1,0,0,1,1,1,857,0,0,1,1,0,1,0,1,1,0,0,1,1044,0,1,0,0,0,0,0,1,0,1,0,0,854,0,0,1,1,0,1,0,1,0,1,1,0
1280000,959,0,0,1,1,1,0,1,1,1,1,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1,999,0,0,1,1,1,1,1,0,0,1,1,1,857,0,0,1,1,0,1,0,1,1,0,0,1
1280500,926,0,0,1,1,1,0,0,1,1,1,1,0,893,0,0,1,1,0,1,1,1,1,1,0,1,959,0,0,1,1,1,0,1,1,1,1,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1
1281000,901,0,0,1,1,1,0,0,0,0,1,0,1,921,0,0,1,1,1,0,0,1,1,0,0,1,926,0,0,1,1,1,0,0,1,1,1,1,0,893,0,0,1,1,0,1,1,1,1,1,0,1
1281500,884,0,0,1,1,0,1,1,1,0,1,0,0,957,0,0,1,1,1,0,1,1,1,1,0,1,901,0,0,1,1,1,0,0,0,0,1,0,1,921,0,0,1,1,1,0,0,1,1,0,0,1
1282000,873,0,0,1,1,0,1,1,0,1,0,0,1,999,0,0,1,1,1,1,1,0,0,1,1,1,884,0,0,1,1,0,1,1,1,0,1,0,0,957,0,0,1,1,1,0,1,1,1,1,0,1
1282500,873,0,0,1,1,0,1,1,0,1,0,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1,873,0,0,1,1,0,1,1,0,1,0,0,1,999,0,0,1,1,1,1,1,0,0,1,1,1
1283000,882,0,0,1,1,0,1,1,1,0,0,1,0,1096,0,1,0,0,0,1,0,0,1,0,0,0,873,0,0,1,1,0,1,1,0,1,0,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1
1283500,900,0,0,1,1,1,0,0,0,0,1,0,0,1150,0,1,0,0,0,1,1,1,1,1,1,0,882,0,0,1,1,0,1,1,1,0,0,1,0,1096,0,1,0,0,0,1,0,0,1,0,0,0
1284000,924,0,0,1,1,1,0,0,1,1,1,0,0,1210,0,1,0,0,1,0,1,1,1,0,1,0,900,0,0,1,1,1,0,0,0,0,1,0,0,1150,0,1,0,0,0,1,1,1,1,1,1,0
1284500,956,0,0,1,1,1,0,1,1,1,1,0,0,1267,0,1,0,0,1,1,1,1,0,0,1,1,924,0,0,1,1,1,0,0,1,1,1,0,0,1210,0,1,0,0,1,0,1,1,1,0,1,0
1285000,993,0,0,1,1,1,1,1,0,0,0,0,1,1321,0,1,0,1,0,0,1,0,1,0,0,1,956,0,0,1,1,1,0,1,1,1,1,0,0,1267,0,1,0,0,1,1,1,1,0,0,1,1
1285500,1039,0,1,0,0,0,0,0,0,1,1,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1,993,0,0,1,1,1,1,1,0,0,0,0,1,1321,0,1,0,1,0,0,1,0,1,0,0,1
1286000,1088,0,1,0,0,0,1,0,0,0,0,0,0,1420,0,1,0,1,1,0,0,0,1,1,0,0,1039,0,1,0,0,0,0,0,0,1,1,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1
1286500,1142,0,1,0,0,0,1,1,1,0,1,1,0,1461,0,1,0,1,1,0,1,1,0,1,0,1,1088,0,1,0,0,0,1,0,0,0,0,0,0,1420,0,1,0,1,1,0,0,0,1,1,0,0
1287000,1197,0,1,0,0,1,0,1,0,1,1,0,1,1499,0,1,0,1,1,1,0,1,1,0,1,1,1142,0,1,0,0,0,1,1,1,0,1,1,0,1461,0,1,0,1,1,0,1,1,0,1,0,1
1287500,1252,0,1,0,0,1,1,1,0,0,1,0,0,1530,0,1,0,1,1,1,1,1,1,0,1,0,1197,0,1,0,0,1,0,1,0,1,1,0,1,1499,0,1,0,1,1,1,0,1,1,0,1,1
1288000,1309,0,1,0,1,0,0,0,1,1,1,0,1,1552,0,1,1,0,0,0,0,1,0,0,0,0,1252,0,1,0,0,1,1,1,0,0,1,0,0,1530,0,1,0,1,1,1,1,1,1,0,1,0
1288500,1362,0,1,0,1,0,1,0,1,0,0,1,0,1565,0,1,1,0,0,0,0,1,1,1,0,1,1309,0,1,0,1,0,0,0,1,1,1,0,1,1552,0,1,1,0,0,0,0,1,0,0,0,0
1289000,1416,0,1,0,1,1,0,0,0,1,0,0,0,1570,0,1,1,0,0,0,1,0,0,0,1,0,1362,0,1,0,1,0,1,0,1,0,0,1,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
1289500,1465,0,1,0,1,1,0,1,1,1,0,0,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1416,0,1,0,1,1,0,0,0,1,0,0,0,1570,0,1,1,0,0,0,1,0,0,0,1,0
1290000,1506,0,1,0,1,1,1,1,0,0,0,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1465,0,1,0,1,1,0,1,1,1,0,0,1,1565,0,1,1,0,0,0,0,1,1,1,0,1
1290500,1541,0,1,1,0,0,0,0,0,0,1,0,1,1531,0,1,0,1,1,1,1,1,1,0,1,1,1506,0,1,0,1,1,1,1,0,0,0,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
1291000,1565,0,1,1,0,0,0,0,1,1,1,0,1,1501,0,1,0,1,1,1,0,1,1,1,0,1,1541,0,1,1,0,0,0,0,0,0,1,0,1,1531,0,1,0,1,1,1,1,1,1,0,1,1
1291500,1584,0,1,1,0,0,0,1,1,0,0,0,0,1463,0,1,0,1,1,0,1,1,0,1,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1501,0,1,0,1,1,1,0,1,1,1,0,1
1292000,1595,0,1,1,0,0,0,1,1,1,0,1,1,1420,0,1,0,1,1,0,0,0,1,1,0,0,1584,0,1,1,0,0,0,1,1,0,0,0,0,1463,0,1,0,1,1,0,1,1,0,1,1,1
1292500,1595,0,1,1,0,0,0,1,1,1,0,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1,1595,0,1,1,0,0,0,1,1,1,0,1,1,1420,0,1,0,1,1,0,0,0,1,1,0,0
1293000,1586,0,1,1,0,0,0,1,1,0,0,1,0,1320,0,1,0,1,0,0,1,0,1,0,0,0,1595,0,1,1,0,0,0,1,1,1,0,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1
1293500,1569,0,1,1,0,0,0,1,0,0,0,0,1,1263,0,1,0,0,1,1,1,0,1,1,1,1,1586,0,1,1,0,0,0,1,1,0,0,1,0,1320,0,1,0,1,0,0,1,0,1,0,0,0
1294000,1544,0,1,1,0,0,0,0,0,1,0,0,0,1205,0,1,0,0,1,0,1,1,0,1,0,1,1569,0,1,1,0,0,0,1,0,0,0,0,1,1263,0,1,0,0,1,1,1,0,1,1,1,1
1294500,1508,0,1,0,1,1,1,1,0,0,1,0,0,1150,0,1,0,0,0,1,1,1,1,1,1,0,1544,0,1,1,0,0,0,0,0,1,0,0,0,1205,0,1,0,0,1,0,1,1,0,1,0,1
1295000,1467,0,1,0,1,1,0,1,1,1,0,1,1,1095,0,1,0,0,0,1,0,0,0,1,1,1,1508,0,1,0,1,1,1,1,0,0,1,0,0,1150,0,1,0,0,0,1,1,1,1,1,1,0
1295500,1420,0,1,0,1,1,0,0,0,1,1,0,0,1044,0,1,0,0,0,0,0,1,0,1,0,0,1467,0,1,0,1,1,0,1,1,1,0,1,1,1095,0,1,0,0,0,1,0,0,0,1,1,1
1296000,1369,0,1,0,1,0,1,0,1,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0,1420,0,1,0,1,1,0,0,0,1,1,0,0,1044,0,1,0,0,0,0,0,1,0,1,0,0
1296500,1315,0,1,0,1,0,0,1,0,0,0,1,1,954,0,0,1,1,1,0,1,1,1,0,1,0,1369,0,1,0,1,0,1,0,1,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0
1297000,1260,0,1,0,0,1,1,1,0,1,1,0,0,918,0,0,1,1,1,0,0,1,0,1,1,0,1315,0,1,0,1,0,0,1,0,0,0,1,1,954,0,0,1,1,1,0,1,1,1,0,1,0
1297500,1204,0,1,0,0,1,0,1,1,0,1,0,0,890,0,0,1,1,0,1,1,1,1,0,1,0,1260,0,1,0,0,1,1,1,0,1,1,0,0,918,0,0,1,1,1,0,0,1,0,1,1,0
1298000,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0,1204,0,1,0,0,1,0,1,1,0,1,0,0,890,0,0,1,1,0,1,1,1,1,0,1,0
1298500,1094,0,1,0,0,0,1,0,0,0,1,1,0,858,0,0,1,1,0,1,0,1,1,0,1,0,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0
1299000,1045,0,1,0,0,0,0,0,1,0,1,0,1,854,0,0,1,1,0,1,0,1,0,1,1,0,1094,0,1,0,0,0,1,0,0,0,1,1,0,858,0,0,1,1,0,1,0,1,1,0,1,0
1299500,1000,0,0,1,1,1,1,1,0,1,0,0,0,858,0,0,1,1,0,1,0,1,1,0,1,0,1045,0,1,0,0,0,0,0,1,0,1,0,1,854,0,0,1,1,0,1,0,1,0,1,1,0
1300000,960,0,0,1,1,1,1,0,0,0,0,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0,1000,0,0,1,1,1,1,1,0,1,0,0,0,858,0,0,1,1,0,1,0,1,1,0,1,0
1300500,926,0,0,1,1,1,0,0,1,1,1,1,0,892,0,0,1,1,0,1,1,1,1,1,0,0,960,0,0,1,1,1,1,0,0,0,0,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0
1301000,901,0,0,1,1,1,0,0,0,0,1,0,1,921,0,0,1,1,1,0,0,1,1,0,0,1,926,0,0,1,1,1,0,0,1,1,1,1,0,892,0,0,1,1,0,1,1,1,1,1,0,0
1301500,883,0,0,1,1,0,1,1,1,0,0,1,1,957,0,0,1,1,1,0,1,1,1,1,0,1,901,0,0,1,1,1,0,0,0,0,1,0,1,921,0,0,1,1,1,0,0,1,1,0,0,1
1302000,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0,883,0,0,1,1,0,1,1,1,0,0,1,1,957,0,0,1,1,1,0,1,1,1,1,0,1
1302500,872,0,0,1,1,0,1,1,0,1,0,0,0,1046,0,1,0,0,0,0,0,1,0,1,1,0,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0
1303000,881,0,0,1,1,0,1,1,1,0,0,0,1,1098,0,1,0,0,0,1,0,0,1,0,1,0,872,0,0,1,1,0,1,1,0,1,0,0,0,1046,0,1,0,0,0,0,0,1,0,1,1,0
1303500,897,0,0,1,1,1,0,0,0,0,0,0,1,1151,0,1,0,0,0,1,1,1,1,1,1,1,881,0,0,1,1,0,1,1,1,0,0,0,1,1098,0,1,0,0,0,1,0,0,1,0,1,0
1304000,922,0,0,1,1,1,0,0,1,1,0,1,0,1208,0,1,0,0,1,0,1,1,1,0,0,0,897,0,0,1,1,1,0,0,0,0,0,0,1,1151,0,1,0,0,0,1,1,1,1,1,1,1
1304500,955,0,0,1,1,1,0,1,1,1,0,1,1,1264,0,1,0,0,1,1,1,1,0,0,0,0,922,0,0,1,1,1,0,0,1,1,0,1,0,1208,0,1,0,0,1,0,1,1,1,0,0,0
1305000,994,0,0,1,1,1,1,1,0,0,0,1,0,1321,0,1,0,1,0,0,1,0,1,0,0,1,955,0,0,1,1,1,0,1,1,1,0,1,1,1264,0,1,0,0,1,1,1,1,0,0,0,0
1305500,1039,0,1,0,0,0,0,0,0,1,1,1,1,1373,0,1,0,1,0,1,0,1,1,1,0,1,994,0,0,1,1,1,1,1,0,0,0,1,0,1321,0,1,0,1,0,0,1,0,1,0,0,1
1306000,1088,0,1,0,0,0,1,0,0,0,0,0,0,1421,0,1,0,1,1,0,0,0,1,1,0,1,1039,0,1,0,0,0,0,0,0,1,1,1,1,1373,0,1,0,1,0,1,0,1,1,1,0,1
1306500,1141,0,1,0,0,0,1,1,1,0,1,0,1,1463,0,1,0,1,1,0,1,1,0,1,1,1,1088,0,1,0,0,0,1,0,0,0,0,0,0,1421,0,1,0,1,1,0,0,0,1,1,0,1
1307000,1196,0,1,0,0,1,0,1,0,1,1,0,0,1500,0,1,0,1,1,1,0,1,1,1,0,0,1141,0,1,0,0,0,1,1,1,0,1,0,1,1463,0,1,0,1,1,0,1,1,0,1,1,1
1307500,1252,0,1,0,0,1,1,1,0,0,1,0,0,1531,0,1,0,1,1,1,1,1,1,0,1,1,1196,0,1,0,0,1,0,1,0,1,1,0,0,1500,0,1,0,1,1,1,0,1,1,1,0,0
1308000,1309,0,1,0,1,0,0,0,1,1,1,0,1,1552,0,1,1,0,0,0,0,1,0,0,0,0,1252,0,1,0,0,1,1,1,0,0,1,0,0,1531,0,1,0,1,1,1,1,1,1,0,1,1
1308500,1363,0,1,0,1,0,1,0,1,0,0,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1309,0,1,0,1,0,0,0,1,1,1,0,1,1552,0,1,1,0,0,0,0,1,0,0,0,0
1309000,1416,0,1,0,1,1,0,0,0,1,0,0,0,1572,0,1,1,0,0,0,1,0,0,1,0,0,1363,0,1,0,1,0,1,0,1,0,0,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1
1309500,1463,0,1,0,1,1,0,1,1,0,1,1,1,1566,0,1,1,0,0,0,0,1,1,1,1,0,1416,0,1,0,1,1,0,0,0,1,0,0,0,1572,0,1,1,0,0,0,1,0,0,1,0,0
1310000,1504,0,1,0,1,1,1,1,0,0,0,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1463,0,1,0,1,1,0,1,1,0,1,1,1,1566,0,1,1,0,0,0,0,1,1,1,1,0
1310500,1538,0,1,1,0,0,0,0,0,0,0,1,0,1531,0,1,0,1,1,1,1,1,1,0,1,1,1504,0,1,0,1,1,1,1,0,0,0,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
1311000,1564,0,1,1,0,0,0,0,1,1,1,0,0,1500,0,1,0,1,1,1,0,1,1,1,0,0,1538,0,1,1,0,0,0,0,0,0,0,1,0,1531,0,1,0,1,1,1,1,1,1,0,1,1
1311500,1583,0,1,1,0,0,0,1,0,1,1,1,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1564,0,1,1,0,0,0,0,1,1,1,0,0,1500,0,1,0,1,1,1,0,1,1,1,0,0
1312000,1593,0,1,1,0,0,0,1,1,1,0,0,1,1420,0,1,0,1,1,0,0,0,1,1,0,0,1583,0,1,1,0,0,0,1,0,1,1,1,1,1464,0,1,0,1,1,0,1,1,1,0,0,0
1312500,1592,0,1,1,0,0,0,1,1,1,0,0,0,1371,0,1,0,1,0,1,0,1,1,0,1,1,1593,0,1,1,0,0,0,1,1,1,0,0,1,1420,0,1,0,1,1,0,0,0,1,1,0,0
1313000,1584,0,1,1,0,0,0,1,1,0,0,0,0,1319,0,1,0,1,0,0,1,0,0,1,1,1,1592,0,1,1,0,0,0,1,1,1,0,0,0,1371,0,1,0,1,0,1,0,1,1,0,1,1
1313500,1567,0,1,1,0,0,0,0,1,1,1,1,1,1262,0,1,0,0,1,1,1,0,1,1,1,0,1584,0,1,1,0,0,0,1,1,0,0,0,0,1319,0,1,0,1,0,0,1,0,0,1,1,1
1314000,1542,0,1,1,0,0,0,0,0,0,1,1,0,1205,0,1,0,0,1,0,1,1,0,1,0,1,1567,0,1,1,0,0,0,0,1,1,1,1,1,1262,0,1,0,0,1,1,1,0,1,1,1,0
1314500,1508,0,1,0,1,1,1,1,0,0,1,0,0,1149,0,1,0,0,0,1,1,1,1,1,0,1,1542,0,1,1,0,0,0,0,0,0,1,1,0,1205,0,1,0,0,1,0,1,1,0,1,0,1
1315000,1467,0,1,0,1,1,0,1,1,1,0,1,1,1095,0,1,0,0,0,1,0,0,0,1,1,1,1508,0,1,0,1,1,1,1,0,0,1,0,0,1149,0,1,0,0,0,1,1,1,1,1,0,1
1315500,1421,0,1,0,1,1,0,0,0,1,1,0,1,1044,0,1,0,0,0,0,0,1,0,1,0,0,1467,0,1,0,1,1,0,1,1,1,0,1,1,1095,0,1,0,0,0,1,0,0,0,1,1,1
1316000,1371,0,1,0,1,0,1,0,1,1,0,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1,1421,0,1,0,1,1,0,0,0,1,1,0,1,1044,0,1,0,0,0,0,0,1,0,1,0,0
1316500,1316,0,1,0,1,0,0,1,0,0,1,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1
1317000,1259,0,1,0,0,1,1,1,0,1,0,1,1,920,0,0,1,1,1,0,0,1,1,0,0,0,1316,0,1,0,1,0,0,1,0,0,1,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1
1317500,1203,0,1,0,0,1,0,1,1,0,0,1,1,892,0,0,1,1,0,1,1,1,1,1,0,0,1259,0,1,0,0,1,1,1,0,1,0,1,1,920,0,0,1,1,1,0,0,1,1,0,0,0
1318000,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0,1203,0,1,0,0,1,0,1,1,0,0,1,1,892,0,0,1,1,0,1,1,1,1,1,0,0
1318500,1093,0,1,0,0,0,1,0,0,0,1,0,1,857,0,0,1,1,0,1,0,1,1,0,0,1,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0
1319000,1044,0,1,0,0,0,0,0,1,0,1,0,0,853,0,0,1,1,0,1,0,1,0,1,0,1,1093,0,1,0,0,0,1,0,0,0,1,0,1,857,0,0,1,1,0,1,0,1,1,0,0,1
1319500,998,0,0,1,1,1,1,1,0,0,1,1,0,858,0,0,1,1,0,1,0,1,1,0,1,0,1044,0,1,0,0,0,0,0,1,0,1,0,0,853,0,0,1,1,0,1,0,1,0,1,0,1
1320000,958,0,0,1,1,1,0,1,1,1,1,1,0,872,0,0,1,1,0,1,1,0,1,0,0,0,998,0,0,1,1,1,1,1,0,0,1,1,0,858,0,0,1,1,0,1,0,1,1,0,1,0
1320500,925,0,0,1,1,1,0,0,1,1,1,0,1,894,0,0,1,1,0,1,1,1,1,1,1,0,958,0,0,1,1,1,0,1,1,1,1,1,0,872,0,0,1,1,0,1,1,0,1,0,0,0
1321000,901,0,0,1,1,1,0,0,0,0,1,0,1,921,0,0,1,1,1,0,0,1,1,0,0,1,925,0,0,1,1,1,0,0,1,1,1,0,1,894,0,0,1,1,0,1,1,1,1,1,1,0
1321500,882,0,0,1,1,0,1,1,1,0,0,1,0,955,0,0,1,1,1,0,1,1,1,0,1,1,901,0,0,1,1,1,0,0,0,0,1,0,1,921,0,0,1,1,1,0,0,1,1,0,0,1
1322000,872,0,0,1,1,0,1,1,0,1,0,0,0,997,0,0,1,1,1,1,1,0,0,1,0,1,882,0,0,1,1,0,1,1,1,0,0,1,0,955,0,0,1,1,1,0,1,1,1,0,1,1
1322500,870,0,0,1,1,0,1,1,0,0,1,1,0,1045,0,1,0,0,0,0,0,1,0,1,0,1,872,0,0,1,1,0,1,1,0,1,0,0,0,997,0,0,1,1,1,1,1,0,0,1,0,1
1323000,880,0,0,1,1,0,1,1,1,0,0,0,0,1097,0,1,0,0,0,1,0,0,1,0,0,1,870,0,0,1,1,0,1,1,0,0,1,1,0,1045,0,1,0,0,0,0,0,1,0,1,0,1
1323500,897,0,0,1,1,1,0,0,0,0,0,0,1,1152,0,1,0,0,1,0,0,0,0,0,0,0,880,0,0,1,1,0,1,1,1,0,0,0,0,1097,0,1,0,0,0,1,0,0,1,0,0,1
1324000,923,0,0,1,1,1,0,0,1,1,0,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1,897,0,0,1,1,1,0,0,0,0,0,0,1,1152,0,1,0,0,1,0,0,0,0,0,0,0
1324500,956,0,0,1,1,1,0,1,1,1,1,0,0,1264,0,1,0,0,1,1,1,1,0,0,0,0,923,0,0,1,1,1,0,0,1,1,0,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1
1325000,995,0,0,1,1,1,1,1,0,0,0,1,1,1319,0,1,0,1,0,0,1,0,0,1,1,1,956,0,0,1,1,1,0,1,1,1,1,0,0,1264,0,1,0,0,1,1,1,1,0,0,0,0
1325500,1039,0,1,0,0,0,0,0,0,1,1,1,1,1370,0,1,0,1,0,1,0,1,1,0,1,0,995,0,0,1,1,1,1,1,0,0,0,1,1,1319,0,1,0,1,0,0,1,0,0,1,1,1
1326000,1087,0,1,0,0,0,0,1,1,1,1,1,1,1420,0,1,0,1,1,0,0,0,1,1,0,0,1039,0,1,0,0,0,0,0,0,1,1,1,1,1370,0,1,0,1,0,1,0,1,1,0,1,0
1326500,1140,0,1,0,0,0,1,1,1,0,1,0,0,1462,0,1,0,1,1,0,1,1,0,1,1,0,1087,0,1,0,0,0,0,1,1,1,1,1,1,1420,0,1,0,1,1,0,0,0,1,1,0,0
1327000,1198,0,1,0,0,1,0,1,0,1,1,1,0,1499,0,1,0,1,1,1,0,1,1,0,1,1,1140,0,1,0,0,0,1,1,1,0,1,0,0,1462,0,1,0,1,1,0,1,1,0,1,1,0
1327500,1254,0,1,0,0,1,1,1,0,0,1,1,0,1530,0,1,0,1,1,1,1,1,1,0,1,0,1198,0,1,0,0,1,0,1,0,1,1,1,0,1499,0,1,0,1,1,1,0,1,1,0,1,1
