time unit: ns, adc_in_v[11:0], adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], adc_in_i[11:0], adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0], r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0]
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X
1208000,1308,0,1,0,1,0,0,0,1,1,1,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1251,0,1,0,0,1,1,1,0,0,0,1,1,1530,0,1,0,1,1,1,1,1,1,0,1,0
1208500,1363,0,1,0,1,0,1,0,1,0,0,1,1,1567,0,1,1,0,0,0,0,1,1,1,1,1,1308,0,1,0,1,0,0,0,1,1,1,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
1209000,1416,0,1,0,1,1,0,0,0,1,0,0,0,1571,0,1,1,0,0,0,1,0,0,0,1,1,1363,0,1,0,1,0,1,0,1,0,0,1,1,1567,0,1,1,0,0,0,0,1,1,1,1,1
1209500,1463,0,1,0,1,1,0,1,1,0,1,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1416,0,1,0,1,1,0,0,0,1,0,0,0,1571,0,1,1,0,0,0,1,0,0,0,1,1
1210000,1504,0,1,0,1,1,1,1,0,0,0,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1463,0,1,0,1,1,0,1,1,0,1,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1
1210500,1540,0,1,1,0,0,0,0,0,0,1,0,0,1531,0,1,0,1,1,1,1,1,1,0,1,1,1504,0,1,0,1,1,1,1,0,0,0,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
1211000,1565,0,1,1,0,0,0,0,1,1,1,0,1,1500,0,1,0,1,1,1,0,1,1,1,0,0,1540,0,1,1,0,0,0,0,0,0,1,0,0,1531,0,1,0,1,1,1,1,1,1,0,1,1
1211500,1583,0,1,1,0,0,0,1,0,1,1,1,1,1463,0,1,0,1,1,0,1,1,0,1,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1500,0,1,0,1,1,1,0,1,1,1,0,0
1212000,1593,0,1,1,0,0,0,1,1,1,0,0,1,1418,0,1,0,1,1,0,0,0,1,0,1,0,1583,0,1,1,0,0,0,1,0,1,1,1,1,1463,0,1,0,1,1,0,1,1,0,1,1,1
1212500,1594,0,1,1,0,0,0,1,1,1,0,1,0,1370,0,1,0,1,0,1,0,1,1,0,1,0,1593,0,1,1,0,0,0,1,1,1,0,0,1,1418,0,1,0,1,1,0,0,0,1,0,1,0
1213000,1585,0,1,1,0,0,0,1,1,0,0,0,1,1317,0,1,0,1,0,0,1,0,0,1,0,1,1594,0,1,1,0,0,0,1,1,1,0,1,0,1370,0,1,0,1,0,1,0,1,1,0,1,0
1213500,1567,0,1,1,0,0,0,0,1,1,1,1,1,1262,0,1,0,0,1,1,1,0,1,1,1,0,1585,0,1,1,0,0,0,1,1,0,0,0,1,1317,0,1,0,1,0,0,1,0,0,1,0,1
1214000,1542,0,1,1,0,0,0,0,0,0,1,1,0,1206,0,1,0,0,1,0,1,1,0,1,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1,1262,0,1,0,0,1,1,1,0,1,1,1,0
1214500,1508,0,1,0,1,1,1,1,0,0,1,0,0,1150,0,1,0,0,0,1,1,1,1,1,1,0,1542,0,1,1,0,0,0,0,0,0,1,1,0,1206,0,1,0,0,1,0,1,1,0,1,1,0
1215000,1468,0,1,0,1,1,0,1,1,1,1,0,0,1096,0,1,0,0,0,1,0,0,1,0,0,0,1508,0,1,0,1,1,1,1,0,0,1,0,0,1150,0,1,0,0,0,1,1,1,1,1,1,0
1215500,1420,0,1,0,1,1,0,0,0,1,1,0,0,1046,0,1,0,0,0,0,0,1,0,1,1,0,1468,0,1,0,1,1,0,1,1,1,1,0,0,1096,0,1,0,0,0,1,0,0,1,0,0,0
1216000,1368,0,1,0,1,0,1,0,1,1,0,0,0,997,0,0,1,1,1,1,1,0,0,1,0,1,1420,0,1,0,1,1,0,0,0,1,1,0,0,1046,0,1,0,0,0,0,0,1,0,1,1,0
1216500,1314,0,1,0,1,0,0,1,0,0,0,1,0,955,0,0,1,1,1,0,1,1,1,0,1,1,1368,0,1,0,1,0,1,0,1,1,0,0,0,997,0,0,1,1,1,1,1,0,0,1,0,1
1217000,1259,0,1,0,0,1,1,1,0,1,0,1,1,921,0,0,1,1,1,0,0,1,1,0,0,1,1314,0,1,0,1,0,0,1,0,0,0,1,0,955,0,0,1,1,1,0,1,1,1,0,1,1
1217500,1203,0,1,0,0,1,0,1,1,0,0,1,1,892,0,0,1,1,0,1,1,1,1,1,0,0,1259,0,1,0,0,1,1,1,0,1,0,1,1,921,0,0,1,1,1,0,0,1,1,0,0,1
1218000,1147,0,1,0,0,0,1,1,1,1,0,1,1,869,0,0,1,1,0,1,1,0,0,1,0,1,1203,0,1,0,0,1,0,1,1,0,0,1,1,892,0,0,1,1,0,1,1,1,1,1,0,0
1218500,1094,0,1,0,0,0,1,0,0,0,1,1,0,858,0,0,1,1,0,1,0,1,1,0,1,0,1147,0,1,0,0,0,1,1,1,1,0,1,1,869,0,0,1,1,0,1,1,0,0,1,0,1
1219000,1043,0,1,0,0,0,0,0,1,0,0,1,1,854,0,0,1,1,0,1,0,1,0,1,1,0,1094,0,1,0,0,0,1,0,0,0,1,1,0,858,0,0,1,1,0,1,0,1,1,0,1,0
1219500,997,0,0,1,1,1,1,1,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0,1043,0,1,0,0,0,0,0,1,0,0,1,1,854,0,0,1,1,0,1,0,1,0,1,1,0
1220000,957,0,0,1,1,1,0,1,1,1,1,0,1,871,0,0,1,1,0,1,1,0,0,1,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0
1220500,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1,957,0,0,1,1,1,0,1,1,1,1,0,1,871,0,0,1,1,0,1,1,0,0,1,1,1
1221000,899,0,0,1,1,1,0,0,0,0,0,1,1,921,0,0,1,1,1,0,0,1,1,0,0,1,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1
1221500,883,0,0,1,1,0,1,1,1,0,0,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1,899,0,0,1,1,1,0,0,0,0,0,1,1,921,0,0,1,1,1,0,0,1,1,0,0,1
1222000,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0,883,0,0,1,1,0,1,1,1,0,0,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1
1222500,874,0,0,1,1,0,1,1,0,1,0,1,0,1045,0,1,0,0,0,0,0,1,0,1,0,1,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0
1223000,882,0,0,1,1,0,1,1,1,0,0,1,0,1096,0,1,0,0,0,1,0,0,1,0,0,0,874,0,0,1,1,0,1,1,0,1,0,1,0,1045,0,1,0,0,0,0,0,1,0,1,0,1
1223500,899,0,0,1,1,1,0,0,0,0,0,1,1,1150,0,1,0,0,0,1,1,1,1,1,1,0,882,0,0,1,1,0,1,1,1,0,0,1,0,1096,0,1,0,0,0,1,0,0,1,0,0,0
1224000,922,0,0,1,1,1,0,0,1,1,0,1,0,1208,0,1,0,0,1,0,1,1,1,0,0,0,899,0,0,1,1,1,0,0,0,0,0,1,1,1150,0,1,0,0,0,1,1,1,1,1,1,0
1224500,956,0,0,1,1,1,0,1,1,1,1,0,0,1264,0,1,0,0,1,1,1,1,0,0,0,0,922,0,0,1,1,1,0,0,1,1,0,1,0,1208,0,1,0,0,1,0,1,1,1,0,0,0
1225000,995,0,0,1,1,1,1,1,0,0,0,1,1,1320,0,1,0,1,0,0,1,0,1,0,0,0,956,0,0,1,1,1,0,1,1,1,1,0,0,1264,0,1,0,0,1,1,1,1,0,0,0,0
1225500,1038,0,1,0,0,0,0,0,0,1,1,1,0,1372,0,1,0,1,0,1,0,1,1,1,0,0,995,0,0,1,1,1,1,1,0,0,0,1,1,1320,0,1,0,1,0,0,1,0,1,0,0,0
1226000,1087,0,1,0,0,0,0,1,1,1,1,1,1,1420,0,1,0,1,1,0,0,0,1,1,0,0,1038,0,1,0,0,0,0,0,0,1,1,1,0,1372,0,1,0,1,0,1,0,1,1,1,0,0
1226500,1141,0,1,0,0,0,1,1,1,0,1,0,1,1463,0,1,0,1,1,0,1,1,0,1,1,1,1087,0,1,0,0,0,0,1,1,1,1,1,1,1420,0,1,0,1,1,0,0,0,1,1,0,0
1227000,1196,0,1,0,0,1,0,1,0,1,1,0,0,1501,0,1,0,1,1,1,0,1,1,1,0,1,1141,0,1,0,0,0,1,1,1,0,1,0,1,1463,0,1,0,1,1,0,1,1,0,1,1,1
1227500,1252,0,1,0,0,1,1,1,0,0,1,0,0,1533,0,1,0,1,1,1,1,1,1,1,0,1,1196,0,1,0,0,1,0,1,0,1,1,0,0,1501,0,1,0,1,1,1,0,1,1,1,0,1
1228000,1308,0,1,0,1,0,0,0,1,1,1,0,0,1553,0,1,1,0,0,0,0,1,0,0,0,1,1252,0,1,0,0,1,1,1,0,0,1,0,0,1533,0,1,0,1,1,1,1,1,1,1,0,1
1228500,1364,0,1,0,1,0,1,0,1,0,1,0,0,1566,0,1,1,0,0,0,0,1,1,1,1,0,1308,0,1,0,1,0,0,0,1,1,1,0,0,1553,0,1,1,0,0,0,0,1,0,0,0,1
1229000,1415,0,1,0,1,1,0,0,0,0,1,1,1,1570,0,1,1,0,0,0,1,0,0,0,1,0,1364,0,1,0,1,0,1,0,1,0,1,0,0,1566,0,1,1,0,0,0,0,1,1,1,1,0
1229500,1461,0,1,0,1,1,0,1,1,0,1,0,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1415,0,1,0,1,1,0,0,0,0,1,1,1,1570,0,1,1,0,0,0,1,0,0,0,1,0
1230000,1502,0,1,0,1,1,1,0,1,1,1,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1461,0,1,0,1,1,0,1,1,0,1,0,1,1565,0,1,1,0,0,0,0,1,1,1,0,1
1230500,1537,0,1,1,0,0,0,0,0,0,0,0,1,1530,0,1,0,1,1,1,1,1,1,0,1,0,1502,0,1,0,1,1,1,0,1,1,1,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
1231000,1563,0,1,1,0,0,0,0,1,1,0,1,1,1500,0,1,0,1,1,1,0,1,1,1,0,0,1537,0,1,1,0,0,0,0,0,0,0,0,1,1530,0,1,0,1,1,1,1,1,1,0,1,0
1231500,1583,0,1,1,0,0,0,1,0,1,1,1,1,1463,0,1,0,1,1,0,1,1,0,1,1,1,1563,0,1,1,0,0,0,0,1,1,0,1,1,1500,0,1,0,1,1,1,0,1,1,1,0,0
1232000,1593,0,1,1,0,0,0,1,1,1,0,0,1,1419,0,1,0,1,1,0,0,0,1,0,1,1,1583,0,1,1,0,0,0,1,0,1,1,1,1,1463,0,1,0,1,1,0,1,1,0,1,1,1
1232500,1594,0,1,1,0,0,0,1,1,1,0,1,0,1370,0,1,0,1,0,1,0,1,1,0,1,0,1593,0,1,1,0,0,0,1,1,1,0,0,1,1419,0,1,0,1,1,0,0,0,1,0,1,1
1233000,1585,0,1,1,0,0,0,1,1,0,0,0,1,1318,0,1,0,1,0,0,1,0,0,1,1,0,1594,0,1,1,0,0,0,1,1,1,0,1,0,1370,0,1,0,1,0,1,0,1,1,0,1,0
1233500,1568,0,1,1,0,0,0,1,0,0,0,0,0,1262,0,1,0,0,1,1,1,0,1,1,1,0,1585,0,1,1,0,0,0,1,1,0,0,0,1,1318,0,1,0,1,0,0,1,0,0,1,1,0
1234000,1543,0,1,1,0,0,0,0,0,0,1,1,1,1206,0,1,0,0,1,0,1,1,0,1,1,0,1568,0,1,1,0,0,0,1,0,0,0,0,0,1262,0,1,0,0,1,1,1,0,1,1,1,0
1234500,1508,0,1,0,1,1,1,1,0,0,1,0,0,1149,0,1,0,0,0,1,1,1,1,1,0,1,1543,0,1,1,0,0,0,0,0,0,1,1,1,1206,0,1,0,0,1,0,1,1,0,1,1,0
1235000,1468,0,1,0,1,1,0,1,1,1,1,0,0,1094,0,1,0,0,0,1,0,0,0,1,1,0,1508,0,1,0,1,1,1,1,0,0,1,0,0,1149,0,1,0,0,0,1,1,1,1,1,0,1
1235500,1420,0,1,0,1,1,0,0,0,1,1,0,0,1043,0,1,0,0,0,0,0,1,0,0,1,1,1468,0,1,0,1,1,0,1,1,1,1,0,0,1094,0,1,0,0,0,1,0,0,0,1,1,0
1236000,1369,0,1,0,1,0,1,0,1,1,0,0,1,995,0,0,1,1,1,1,1,0,0,0,1,1,1420,0,1,0,1,1,0,0,0,1,1,0,0,1043,0,1,0,0,0,0,0,1,0,0,1,1
1236500,1315,0,1,0,1,0,0,1,0,0,0,1,1,953,0,0,1,1,1,0,1,1,1,0,0,1,1369,0,1,0,1,0,1,0,1,1,0,0,1,995,0,0,1,1,1,1,1,0,0,0,1,1
1237000,1258,0,1,0,0,1,1,1,0,1,0,1,0,917,0,0,1,1,1,0,0,1,0,1,0,1,1315,0,1,0,1,0,0,1,0,0,0,1,1,953,0,0,1,1,1,0,1,1,1,0,0,1
1237500,1202,0,1,0,0,1,0,1,1,0,0,1,0,891,0,0,1,1,0,1,1,1,1,0,1,1,1258,0,1,0,0,1,1,1,0,1,0,1,0,917,0,0,1,1,1,0,0,1,0,1,0,1
1238000,1147,0,1,0,0,0,1,1,1,1,0,1,1,868,0,0,1,1,0,1,1,0,0,1,0,0,1202,0,1,0,0,1,0,1,1,0,0,1,0,891,0,0,1,1,0,1,1,1,1,0,1,1
1238500,1092,0,1,0,0,0,1,0,0,0,1,0,0,855,0,0,1,1,0,1,0,1,0,1,1,1,1147,0,1,0,0,0,1,1,1,1,0,1,1,868,0,0,1,1,0,1,1,0,0,1,0,0
1239000,1043,0,1,0,0,0,0,0,1,0,0,1,1,850,0,0,1,1,0,1,0,1,0,0,1,0,1092,0,1,0,0,0,1,0,0,0,1,0,0,855,0,0,1,1,0,1,0,1,0,1,1,1
1239500,997,0,0,1,1,1,1,1,0,0,1,0,1,856,0,0,1,1,0,1,0,1,1,0,0,0,1043,0,1,0,0,0,0,0,1,0,0,1,1,850,0,0,1,1,0,1,0,1,0,0,1,0
1240000,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1,856,0,0,1,1,0,1,0,1,1,0,0,0
1240500,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1
1241000,901,0,0,1,1,1,0,0,0,0,1,0,1,921,0,0,1,1,1,0,0,1,1,0,0,1,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1
1241500,883,0,0,1,1,0,1,1,1,0,0,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1,901,0,0,1,1,1,0,0,0,0,1,0,1,921,0,0,1,1,1,0,0,1,1,0,0,1
1242000,873,0,0,1,1,0,1,1,0,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0,883,0,0,1,1,0,1,1,1,0,0,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1
1242500,873,0,0,1,1,0,1,1,0,1,0,0,1,1044,0,1,0,0,0,0,0,1,0,1,0,0,873,0,0,1,1,0,1,1,0,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0
1243000,881,0,0,1,1,0,1,1,1,0,0,0,1,1097,0,1,0,0,0,1,0,0,1,0,0,1,873,0,0,1,1,0,1,1,0,1,0,0,1,1044,0,1,0,0,0,0,0,1,0,1,0,0
1243500,898,0,0,1,1,1,0,0,0,0,0,1,0,1152,0,1,0,0,1,0,0,0,0,0,0,0,881,0,0,1,1,0,1,1,1,0,0,0,1,1097,0,1,0,0,0,1,0,0,1,0,0,1
1244000,924,0,0,1,1,1,0,0,1,1,1,0,0,1209,0,1,0,0,1,0,1,1,1,0,0,1,898,0,0,1,1,1,0,0,0,0,0,1,0,1152,0,1,0,0,1,0,0,0,0,0,0,0
1244500,956,0,0,1,1,1,0,1,1,1,1,0,0,1266,0,1,0,0,1,1,1,1,0,0,1,0,924,0,0,1,1,1,0,0,1,1,1,0,0,1209,0,1,0,0,1,0,1,1,1,0,0,1
1245000,994,0,0,1,1,1,1,1,0,0,0,1,0,1322,0,1,0,1,0,0,1,0,1,0,1,0,956,0,0,1,1,1,0,1,1,1,1,0,0,1266,0,1,0,0,1,1,1,1,0,0,1,0
1245500,1039,0,1,0,0,0,0,0,0,1,1,1,1,1374,0,1,0,1,0,1,0,1,1,1,1,0,994,0,0,1,1,1,1,1,0,0,0,1,0,1322,0,1,0,1,0,0,1,0,1,0,1,0
1246000,1088,0,1,0,0,0,1,0,0,0,0,0,0,1422,0,1,0,1,1,0,0,0,1,1,1,0,1039,0,1,0,0,0,0,0,0,1,1,1,1,1374,0,1,0,1,0,1,0,1,1,1,1,0
1246500,1139,0,1,0,0,0,1,1,1,0,0,1,1,1465,0,1,0,1,1,0,1,1,1,0,0,1,1088,0,1,0,0,0,1,0,0,0,0,0,0,1422,0,1,0,1,1,0,0,0,1,1,1,0
1247000,1197,0,1,0,0,1,0,1,0,1,1,0,1,1500,0,1,0,1,1,1,0,1,1,1,0,0,1139,0,1,0,0,0,1,1,1,0,0,1,1,1465,0,1,0,1,1,0,1,1,1,0,0,1
1247500,1253,0,1,0,0,1,1,1,0,0,1,0,1,1531,0,1,0,1,1,1,1,1,1,0,1,1,1197,0,1,0,0,1,0,1,0,1,1,0,1,1500,0,1,0,1,1,1,0,1,1,1,0,0
1248000,1311,0,1,0,1,0,0,0,1,1,1,1,1,1551,0,1,1,0,0,0,0,0,1,1,1,1,1253,0,1,0,0,1,1,1,0,0,1,0,1,1531,0,1,0,1,1,1,1,1,1,0,1,1
1248500,1365,0,1,0,1,0,1,0,1,0,1,0,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1311,0,1,0,1,0,0,0,1,1,1,1,1,1551,0,1,1,0,0,0,0,0,1,1,1,1
1249000,1417,0,1,0,1,1,0,0,0,1,0,0,1,1570,0,1,1,0,0,0,1,0,0,0,1,0,1365,0,1,0,1,0,1,0,1,0,1,0,1,1565,0,1,1,0,0,0,0,1,1,1,0,1
1249500,1465,0,1,0,1,1,0,1,1,1,0,0,1,1566,0,1,1,0,0,0,0,1,1,1,1,0,1417,0,1,0,1,1,0,0,0,1,0,0,1,1570,0,1,1,0,0,0,1,0,0,0,1,0
1250000,1506,0,1,0,1,1,1,1,0,0,0,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1465,0,1,0,1,1,0,1,1,1,0,0,1,1566,0,1,1,0,0,0,0,1,1,1,1,0
1250500,1540,0,1,1,0,0,0,0,0,0,1,0,0,1531,0,1,0,1,1,1,1,1,1,0,1,1,1506,0,1,0,1,1,1,1,0,0,0,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
1251000,1566,0,1,1,0,0,0,0,1,1,1,1,0,1500,0,1,0,1,1,1,0,1,1,1,0,0,1540,0,1,1,0,0,0,0,0,0,1,0,0,1531,0,1,0,1,1,1,1,1,1,0,1,1
1251500,1584,0,1,1,0,0,0,1,1,0,0,0,0,1462,0,1,0,1,1,0,1,1,0,1,1,0,1566,0,1,1,0,0,0,0,1,1,1,1,0,1500,0,1,0,1,1,1,0,1,1,1,0,0
1252000,1594,0,1,1,0,0,0,1,1,1,0,1,0,1420,0,1,0,1,1,0,0,0,1,1,0,0,1584,0,1,1,0,0,0,1,1,0,0,0,0,1462,0,1,0,1,1,0,1,1,0,1,1,0
1252500,1594,0,1,1,0,0,0,1,1,1,0,1,0,1371,0,1,0,1,0,1,0,1,1,0,1,1,1594,0,1,1,0,0,0,1,1,1,0,1,0,1420,0,1,0,1,1,0,0,0,1,1,0,0
1253000,1586,0,1,1,0,0,0,1,1,0,0,1,0,1319,0,1,0,1,0,0,1,0,0,1,1,1,1594,0,1,1,0,0,0,1,1,1,0,1,0,1371,0,1,0,1,0,1,0,1,1,0,1,1
1253500,1568,0,1,1,0,0,0,1,0,0,0,0,0,1263,0,1,0,0,1,1,1,0,1,1,1,1,1586,0,1,1,0,0,0,1,1,0,0,1,0,1319,0,1,0,1,0,0,1,0,0,1,1,1
1254000,1542,0,1,1,0,0,0,0,0,0,1,1,0,1206,0,1,0,0,1,0,1,1,0,1,1,0,1568,0,1,1,0,0,0,1,0,0,0,0,0,1263,0,1,0,0,1,1,1,0,1,1,1,1
1254500,1509,0,1,0,1,1,1,1,0,0,1,0,1,1150,0,1,0,0,0,1,1,1,1,1,1,0,1542,0,1,1,0,0,0,0,0,0,1,1,0,1206,0,1,0,0,1,0,1,1,0,1,1,0
1255000,1469,0,1,0,1,1,0,1,1,1,1,0,1,1096,0,1,0,0,0,1,0,0,1,0,0,0,1509,0,1,0,1,1,1,1,0,0,1,0,1,1150,0,1,0,0,0,1,1,1,1,1,1,0
1255500,1424,0,1,0,1,1,0,0,1,0,0,0,0,1045,0,1,0,0,0,0,0,1,0,1,0,1,1469,0,1,0,1,1,0,1,1,1,1,0,1,1096,0,1,0,0,0,1,0,0,1,0,0,0
1256000,1371,0,1,0,1,0,1,0,1,1,0,1,1,998,0,0,1,1,1,1,1,0,0,1,1,0,1424,0,1,0,1,1,0,0,1,0,0,0,0,1045,0,1,0,0,0,0,0,1,0,1,0,1
1256500,1314,0,1,0,1,0,0,1,0,0,0,1,0,956,0,0,1,1,1,0,1,1,1,1,0,0,1371,0,1,0,1,0,1,0,1,1,0,1,1,998,0,0,1,1,1,1,1,0,0,1,1,0
1257000,1259,0,1,0,0,1,1,1,0,1,0,1,1,919,0,0,1,1,1,0,0,1,0,1,1,1,1314,0,1,0,1,0,0,1,0,0,0,1,0,956,0,0,1,1,1,0,1,1,1,1,0,0
1257500,1204,0,1,0,0,1,0,1,1,0,1,0,0,891,0,0,1,1,0,1,1,1,1,0,1,1,1259,0,1,0,0,1,1,1,0,1,0,1,1,919,0,0,1,1,1,0,0,1,0,1,1,1
1258000,1147,0,1,0,0,0,1,1,1,1,0,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1,1204,0,1,0,0,1,0,1,1,0,1,0,0,891,0,0,1,1,0,1,1,1,1,0,1,1
1258500,1092,0,1,0,0,0,1,0,0,0,1,0,0,858,0,0,1,1,0,1,0,1,1,0,1,0,1147,0,1,0,0,0,1,1,1,1,0,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1
1259000,1042,0,1,0,0,0,0,0,1,0,0,1,0,854,0,0,1,1,0,1,0,1,0,1,1,0,1092,0,1,0,0,0,1,0,0,0,1,0,0,858,0,0,1,1,0,1,0,1,1,0,1,0
1259500,997,0,0,1,1,1,1,1,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0,1042,0,1,0,0,0,0,0,1,0,0,1,0,854,0,0,1,1,0,1,0,1,0,1,1,0
1260000,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0
1260500,925,0,0,1,1,1,0,0,1,1,1,0,1,892,0,0,1,1,0,1,1,1,1,1,0,0,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1
1261000,900,0,0,1,1,1,0,0,0,0,1,0,0,920,0,0,1,1,1,0,0,1,1,0,0,0,925,0,0,1,1,1,0,0,1,1,1,0,1,892,0,0,1,1,0,1,1,1,1,1,0,0
1261500,882,0,0,1,1,0,1,1,1,0,0,1,0,955,0,0,1,1,1,0,1,1,1,0,1,1,900,0,0,1,1,1,0,0,0,0,1,0,0,920,0,0,1,1,1,0,0,1,1,0,0,0
1262000,873,0,0,1,1,0,1,1,0,1,0,0,1,997,0,0,1,1,1,1,1,0,0,1,0,1,882,0,0,1,1,0,1,1,1,0,0,1,0,955,0,0,1,1,1,0,1,1,1,0,1,1
1262500,872,0,0,1,1,0,1,1,0,1,0,0,0,1044,0,1,0,0,0,0,0,1,0,1,0,0,873,0,0,1,1,0,1,1,0,1,0,0,1,997,0,0,1,1,1,1,1,0,0,1,0,1
1263000,881,0,0,1,1,0,1,1,1,0,0,0,1,1098,0,1,0,0,0,1,0,0,1,0,1,0,872,0,0,1,1,0,1,1,0,1,0,0,0,1044,0,1,0,0,0,0,0,1,0,1,0,0
1263500,898,0,0,1,1,1,0,0,0,0,0,1,0,1151,0,1,0,0,0,1,1,1,1,1,1,1,881,0,0,1,1,0,1,1,1,0,0,0,1,1098,0,1,0,0,0,1,0,0,1,0,1,0
1264000,925,0,0,1,1,1,0,0,1,1,1,0,1,1207,0,1,0,0,1,0,1,1,0,1,1,1,898,0,0,1,1,1,0,0,0,0,0,1,0,1151,0,1,0,0,0,1,1,1,1,1,1,1
1264500,957,0,0,1,1,1,0,1,1,1,1,0,1,1266,0,1,0,0,1,1,1,1,0,0,1,0,925,0,0,1,1,1,0,0,1,1,1,0,1,1207,0,1,0,0,1,0,1,1,0,1,1,1
1265000,996,0,0,1,1,1,1,1,0,0,1,0,0,1321,0,1,0,1,0,0,1,0,1,0,0,1,957,0,0,1,1,1,0,1,1,1,1,0,1,1266,0,1,0,0,1,1,1,1,0,0,1,0
1265500,1039,0,1,0,0,0,0,0,0,1,1,1,1,1373,0,1,0,1,0,1,0,1,1,1,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0,1321,0,1,0,1,0,0,1,0,1,0,0,1
1266000,1089,0,1,0,0,0,1,0,0,0,0,0,1,1422,0,1,0,1,1,0,0,0,1,1,1,0,1039,0,1,0,0,0,0,0,0,1,1,1,1,1373,0,1,0,1,0,1,0,1,1,1,0,1
1266500,1142,0,1,0,0,0,1,1,1,0,1,1,0,1464,0,1,0,1,1,0,1,1,1,0,0,0,1089,0,1,0,0,0,1,0,0,0,0,0,1,1422,0,1,0,1,1,0,0,0,1,1,1,0
1267000,1197,0,1,0,0,1,0,1,0,1,1,0,1,1502,0,1,0,1,1,1,0,1,1,1,1,0,1142,0,1,0,0,0,1,1,1,0,1,1,0,1464,0,1,0,1,1,0,1,1,1,0,0,0
1267500,1254,0,1,0,0,1,1,1,0,0,1,1,0,1534,0,1,0,1,1,1,1,1,1,1,1,0,1197,0,1,0,0,1,0,1,0,1,1,0,1,1502,0,1,0,1,1,1,0,1,1,1,1,0
