Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
2230, 1339, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1,
2231, 1283, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 976, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0,
2232, 1226, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 937, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1,
2233, 1169, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
2234, 1114, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
2235, 1064, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 861, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1,
2236, 1017, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 852, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0,
2237, 974, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 852, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0,
2238, 939, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
2239, 912, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
2240, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
2241, 876, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 938, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0,
2242, 871, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 976, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0,
2243, 875, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
2244, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1071, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1,
2245, 913, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1124, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0,
2246, 942, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1181, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1,
2247, 978, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1237, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1,
2248, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0,
2249, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1346, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0,
2250, 1118, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1397, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1,
2251, 1174, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1,
2252, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1,
2253, 1287, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
2254, 1342, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1544, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0,
2255, 1394, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1560, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0,
2256, 1444, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1568, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0,
2257, 1487, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1567, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1,
2258, 1524, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1558, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0,
2259, 1555, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1542, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0,
2260, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1,
2261, 1591, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1484, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0,
2262, 1594, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1,
2263, 1589, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
2264, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1344, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0,
2265, 1552, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1290, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0,
2266, 1521, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1234, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0,
2267, 1482, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0,
2268, 1439, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1123, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1,
2269, 1390, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1070, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0,
2270, 1339, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
2271, 1282, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 976, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0,
2272, 1226, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 937, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1,
2273, 1170, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 905, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1,
2274, 1116, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
2275, 1065, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
2276, 1015, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 853, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1,
2277, 973, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 853, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1,
2278, 938, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 861, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1,
2279, 911, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
2280, 890, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
2281, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 937, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1,
2282, 872, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
2283, 876, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
2284, 890, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1072, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0,
2285, 912, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1123, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1,
2286, 941, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1180, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0,
2287, 976, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1237, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1,
2288, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1295, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1,
2289, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1348, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0,
2290, 1118, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1398, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0,
2291, 1174, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1445, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1,
2292, 1231, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1484, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0,
2293, 1289, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1516, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0,
2294, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1542, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0,
2295, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1,
2296, 1444, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1570, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0,
2297, 1488, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1,
2298, 1523, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1,
2299, 1553, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
2300, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1516, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0,
2301, 1591, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1,
2302, 1596, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1,
2303, 1590, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1396, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0,
2304, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
2305, 1555, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1291, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1,
2306, 1522, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1235, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1,
2307, 1485, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1179, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1,
2308, 1440, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1124, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0,
2309, 1391, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1072, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0,
2310, 1340, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
2311, 1283, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
2312, 1225, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
2313, 1170, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 904, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0,
2314, 1114, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 880, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0,
2315, 1062, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 863, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1,
2316, 1015, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 854, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0,
2317, 971, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 853, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1,
2318, 935, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
2319, 907, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 878, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0,
2320, 886, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 903, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1,
2321, 874, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
2322, 871, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 973, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1,
2323, 875, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0,
2324, 890, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1070, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0,
2325, 913, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1124, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0,
2326, 941, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1180, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0,
2327, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1236, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0,
2328, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1292, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0,
2329, 1068, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1346, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0,
2330, 1119, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1399, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1,
2331, 1173, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1446, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0,
2332, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1486, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0,
2333, 1287, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1,
2334, 1343, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1545, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1,
2335, 1394, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1560, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0,
2336, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1571, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1,
2337, 1486, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1,
2338, 1524, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1559, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1,
2339, 1553, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1542, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0,
2340, 1574, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1516, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0,
2341, 1588, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1481, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1,
2342, 1593, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1441, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1,
2343, 1588, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1,
2344, 1573, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
2345, 1550, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1290, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0,
2346, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1234, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0,
2347, 1482, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1177, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1,
2348, 1440, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1121, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1,
2349, 1390, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1068, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0,
2350, 1340, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1,
2351, 1284, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 975, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1,
2352, 1226, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
2353, 1169, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 905, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1,
2354, 1115, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 881, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1,
2355, 1063, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 863, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1,
2356, 1015, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 853, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1,
2357, 971, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 853, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1,
2358, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 862, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0,
2359, 910, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 881, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1,
2360, 888, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 905, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1,
2361, 876, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 936, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0,
2362, 873, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 976, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0,
2363, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1,
2364, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1071, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1,
2365, 911, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1125, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1,
2366, 940, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1181, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1,
2367, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1237, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1,
2368, 1019, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1294, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0,
2369, 1068, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1347, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1,
2370, 1120, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1398, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0,
2371, 1174, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1445, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1,
2372, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1485, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1,
2373, 1287, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1,
2374, 1342, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1545, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1,
2375, 1395, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1562, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0,
2376, 1445, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1571, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1,
2377, 1488, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1570, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0,
2378, 1524, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1561, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1,
2379, 1556, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1545, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1,
2380, 1577, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1518, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0,
2381, 1590, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1484, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0,
2382, 1595, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1443, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1,
2383, 1589, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1397, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1,
2384, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1344, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0,
2385, 1551, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1290, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0,
2386, 1520, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1232, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0,
2387, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1177, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1,
2388, 1441, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1121, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1,
