Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,
adc_in_v[11:0] =, adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], ,,,,,,,,,,,,,
adc_in_i[11:0] =, adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0], ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: us, adc_in_v[11:0], adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], adc_in_i[11:0], adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0]
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X
4611,1299,0,1,0,1,0,0,0,1,0,0,1,1,1493,0,1,0,1,1,1,0,1,0,1,0,1
4612,1262,0,1,0,0,1,1,1,0,1,1,1,0,1529,0,1,0,1,1,1,1,1,1,0,0,1
4613,1221,0,1,0,0,1,1,0,0,0,1,0,1,1553,0,1,1,0,0,0,0,1,0,0,0,1
4614,1185,0,1,0,0,1,0,1,0,0,0,0,1,1571,0,1,1,0,0,0,1,0,0,0,1,1
4615,1148,0,1,0,0,0,1,1,1,1,1,0,0,1575,0,1,1,0,0,0,1,0,0,1,1,1
4616,1115,0,1,0,0,0,1,0,1,1,0,1,1,1573,0,1,1,0,0,0,1,0,0,1,0,1
4617,1089,0,1,0,0,0,1,0,0,0,0,0,1,1563,0,1,1,0,0,0,0,1,1,0,1,1
4618,1066,0,1,0,0,0,0,1,0,1,0,1,0,1543,0,1,1,0,0,0,0,0,0,1,1,1
4619,1045,0,1,0,0,0,0,0,1,0,1,0,1,1509,0,1,0,1,1,1,1,0,0,1,0,1
4620,1035,0,1,0,0,0,0,0,0,1,0,1,1,1471,0,1,0,1,1,0,1,1,1,1,1,1
4621,1024,0,1,0,0,0,0,0,0,0,0,0,0,1421,0,1,0,1,1,0,0,0,1,1,0,1
4622,1023,0,0,1,1,1,1,1,1,1,1,1,1,1367,0,1,0,1,0,1,0,1,0,1,1,1
4623,1031,0,1,0,0,0,0,0,0,0,1,1,1,1313,0,1,0,1,0,0,1,0,0,0,0,1
4624,1044,0,1,0,0,0,0,0,1,0,1,0,0,1255,0,1,0,0,1,1,1,0,0,1,1,1
4625,1063,0,1,0,0,0,0,1,0,0,1,1,1,1197,0,1,0,0,1,0,1,0,1,1,0,1
4626,1084,0,1,0,0,0,0,1,1,1,1,0,0,1137,0,1,0,0,0,1,1,1,0,0,0,1
4627,1116,0,1,0,0,0,1,0,1,1,1,0,0,1085,0,1,0,0,0,0,1,1,1,1,0,1
4628,1140,0,1,0,0,0,1,1,1,0,1,0,0,1027,0,1,0,0,0,0,0,0,0,0,1,1
4629,1175,0,1,0,0,1,0,0,1,0,1,1,1,983,0,0,1,1,1,1,0,1,0,1,1,1
4630,1209,0,1,0,0,1,0,1,1,1,0,0,1,943,0,0,1,1,1,0,1,0,1,1,1,1
4631,1249,0,1,0,0,1,1,1,0,0,0,0,1,917,0,0,1,1,1,0,0,1,0,1,0,1
4632,1290,0,1,0,1,0,0,0,0,1,0,1,0,901,0,0,1,1,1,0,0,0,0,1,0,1
4633,1324,0,1,0,1,0,0,1,0,1,1,0,0,889,0,0,1,1,0,1,1,1,1,0,0,1
4634,1353,0,1,0,1,0,1,0,0,1,0,0,1,885,0,0,1,1,0,1,1,1,0,1,0,1
4635,1385,0,1,0,1,0,1,1,0,1,0,0,1,899,0,0,1,1,1,0,0,0,0,0,1,1
4636,1411,0,1,0,1,1,0,0,0,0,0,1,1,919,0,0,1,1,1,0,0,1,0,1,1,1
4637,1430,0,1,0,1,1,0,0,1,0,1,1,0,947,0,0,1,1,1,0,1,1,0,0,1,1
4638,1445,0,1,0,1,1,0,1,0,0,1,0,1,987,0,0,1,1,1,1,0,1,1,0,1,1
4639,1454,0,1,0,1,1,0,1,0,1,1,1,0,1033,0,1,0,0,0,0,0,0,1,0,0,1
4640,1455,0,1,0,1,1,0,1,0,1,1,1,1,1083,0,1,0,0,0,0,1,1,1,0,1,1
4641,1450,0,1,0,1,1,0,1,0,1,0,1,0,1139,0,1,0,0,0,1,1,1,0,0,1,1
4642,1445,0,1,0,1,1,0,1,0,0,1,0,1,1203,0,1,0,0,1,0,1,1,0,0,1,1
4643,1424,0,1,0,1,1,0,0,1,0,0,0,0,1259,0,1,0,0,1,1,1,0,1,0,1,1
4644,1400,0,1,0,1,0,1,1,1,1,0,0,0,1315,0,1,0,1,0,0,1,0,0,0,1,1
4645,1376,0,1,0,1,0,1,1,0,0,0,0,0,1375,0,1,0,1,0,1,0,1,1,1,1,1
4646,1346,0,1,0,1,0,1,0,0,0,0,1,0,1427,0,1,0,1,1,0,0,1,0,0,1,1
4647,1311,0,1,0,1,0,0,0,1,1,1,1,1,1473,0,1,0,1,1,1,0,0,0,0,0,1
4648,1274,0,1,0,0,1,1,1,1,1,0,1,0,1511,0,1,0,1,1,1,1,0,0,1,1,1
4649,1236,0,1,0,0,1,1,0,1,0,1,0,0,1541,0,1,1,0,0,0,0,0,0,1,0,1
4650,1198,0,1,0,0,1,0,1,0,1,1,1,0,1563,0,1,1,0,0,0,0,1,1,0,1,1
4651,1162,0,1,0,0,1,0,0,0,1,0,1,0,1573,0,1,1,0,0,0,1,0,0,1,0,1
4652,1128,0,1,0,0,0,1,1,0,1,0,0,0,1571,0,1,1,0,0,0,1,0,0,0,1,1
4653,1101,0,1,0,0,0,1,0,0,1,1,0,1,1567,0,1,1,0,0,0,0,1,1,1,1,1
4654,1074,0,1,0,0,0,0,1,1,0,0,1,0,1547,0,1,1,0,0,0,0,0,1,0,1,1
4655,1054,0,1,0,0,0,0,0,1,1,1,1,0,1519,0,1,0,1,1,1,1,0,1,1,1,1
4656,1038,0,1,0,0,0,0,0,0,1,1,1,0,1481,0,1,0,1,1,1,0,0,1,0,0,1
4657,1031,0,1,0,0,0,0,0,0,0,1,1,1,1441,0,1,0,1,1,0,1,0,0,0,0,1
4658,1024,0,1,0,0,0,0,0,0,0,0,0,0,1385,0,1,0,1,0,1,1,0,1,0,0,1
4659,1028,0,1,0,0,0,0,0,0,0,1,0,0,1331,0,1,0,1,0,0,1,1,0,0,1,1
4660,1039,0,1,0,0,0,0,0,0,1,1,1,1,1273,0,1,0,0,1,1,1,1,1,0,0,1
4661,1056,0,1,0,0,0,0,1,0,0,0,0,0,1217,0,1,0,0,1,1,0,0,0,0,0,1
4662,1077,0,1,0,0,0,0,1,1,0,1,0,1,1155,0,1,0,0,1,0,0,0,0,0,1,1
4663,1101,0,1,0,0,0,1,0,0,1,1,0,1,1097,0,1,0,0,0,1,0,0,1,0,0,1
4664,1131,0,1,0,0,0,1,1,0,1,0,1,1,1043,0,1,0,0,0,0,0,1,0,0,1,1
4665,1165,0,1,0,0,1,0,0,0,1,1,0,1,997,0,0,1,1,1,1,1,0,0,1,0,1
4666,1199,0,1,0,0,1,0,1,0,1,1,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1
4667,1236,0,1,0,0,1,1,0,1,0,1,0,0,923,0,0,1,1,1,0,0,1,1,0,1,1
4668,1274,0,1,0,0,1,1,1,1,1,0,1,0,901,0,0,1,1,1,0,0,0,0,1,0,1
4669,1310,0,1,0,1,0,0,0,1,1,1,1,0,887,0,0,1,1,0,1,1,1,0,1,1,1
4670,1345,0,1,0,1,0,1,0,0,0,0,0,1,883,0,0,1,1,0,1,1,1,0,0,1,1
4671,1381,0,1,0,1,0,1,1,0,0,1,0,1,897,0,0,1,1,1,0,0,0,0,0,0,1
4672,1403,0,1,0,1,0,1,1,1,1,0,1,1,909,0,0,1,1,1,0,0,0,1,1,0,1
4673,1423,0,1,0,1,1,0,0,0,1,1,1,1,933,0,0,1,1,1,0,1,0,0,1,0,1
4674,1440,0,1,0,1,1,0,1,0,0,0,0,0,969,0,0,1,1,1,1,0,0,1,0,0,1
4675,1450,0,1,0,1,1,0,1,0,1,0,1,0,1013,0,0,1,1,1,1,1,1,0,1,0,1
4676,1454,0,1,0,1,1,0,1,0,1,1,1,0,1061,0,1,0,0,0,0,1,0,0,1,0,1
4677,1454,0,1,0,1,1,0,1,0,1,1,1,0,1119,0,1,0,0,0,1,0,1,1,1,1,1
4678,1445,0,1,0,1,1,0,1,0,0,1,0,1,1175,0,1,0,0,1,0,0,1,0,1,1,1
4679,1430,0,1,0,1,1,0,0,1,0,1,1,0,1235,0,1,0,0,1,1,0,1,0,0,1,1
4680,1410,0,1,0,1,1,0,0,0,0,0,1,0,1295,0,1,0,1,0,0,0,0,1,1,1,1
4681,1384,0,1,0,1,0,1,1,0,1,0,0,0,1351,0,1,0,1,0,1,0,0,0,1,1,1
4682,1351,0,1,0,1,0,1,0,0,0,1,1,1,1401,0,1,0,1,0,1,1,1,1,0,0,1
4683,1322,0,1,0,1,0,0,1,0,1,0,1,0,1455,0,1,0,1,1,0,1,0,1,1,1,1
4684,1287,0,1,0,1,0,0,0,0,0,1,1,1,1497,0,1,0,1,1,1,0,1,1,0,0,1
4685,1246,0,1,0,0,1,1,0,1,1,1,1,0,1527,0,1,0,1,1,1,1,1,0,1,1,1
4686,1208,0,1,0,0,1,0,1,1,1,0,0,0,1551,0,1,1,0,0,0,0,0,1,1,1,1
4687,1173,0,1,0,0,1,0,0,1,0,1,0,1,1567,0,1,1,0,0,0,0,1,1,1,1,1
4688,1138,0,1,0,0,0,1,1,1,0,0,1,0,1571,0,1,1,0,0,0,1,0,0,0,1,1
4689,1106,0,1,0,0,0,1,0,1,0,0,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1
4690,1085,0,1,0,0,0,0,1,1,1,1,0,1,1559,0,1,1,0,0,0,0,1,0,1,1,1
4691,1059,0,1,0,0,0,0,1,0,0,0,1,1,1529,0,1,0,1,1,1,1,1,1,0,0,1
4692,1040,0,1,0,0,0,0,0,1,0,0,0,0,1493,0,1,0,1,1,1,0,1,0,1,0,1
4693,1029,0,1,0,0,0,0,0,0,0,1,0,1,1453,0,1,0,1,1,0,1,0,1,1,0,1
4694,1023,0,0,1,1,1,1,1,1,1,1,1,1,1403,0,1,0,1,0,1,1,1,1,0,1,1
4695,1023,0,0,1,1,1,1,1,1,1,1,1,1,1349,0,1,0,1,0,1,0,0,0,1,0,1
4696,1033,0,1,0,0,0,0,0,0,1,0,0,1,1293,0,1,0,1,0,0,0,0,1,1,0,1
4697,1047,0,1,0,0,0,0,0,1,0,1,1,1,1235,0,1,0,0,1,1,0,1,0,0,1,1
4698,1064,0,1,0,0,0,0,1,0,1,0,0,0,1173,0,1,0,0,1,0,0,1,0,1,0,1
4699,1090,0,1,0,0,0,1,0,0,0,0,1,0,1117,0,1,0,0,0,1,0,1,1,1,0,1
4700,1117,0,1,0,0,0,1,0,1,1,1,0,1,1059,0,1,0,0,0,0,1,0,0,0,1,1
4701,1148,0,1,0,0,0,1,1,1,1,1,0,0,1009,0,0,1,1,1,1,1,1,0,0,0,1
4702,1181,0,1,0,0,1,0,0,1,1,1,0,1,963,0,0,1,1,1,1,0,0,0,0,1,1
4703,1220,0,1,0,0,1,1,0,0,0,1,0,0,933,0,0,1,1,1,0,1,0,0,1,0,1
4704,1256,0,1,0,0,1,1,1,0,1,0,0,0,903,0,0,1,1,1,0,0,0,0,1,1,1
4705,1296,0,1,0,1,0,0,0,1,0,0,0,0,889,0,0,1,1,0,1,1,1,1,0,0,1
4706,1329,0,1,0,1,0,0,1,1,0,0,0,1,879,0,0,1,1,0,1,1,0,1,1,1,1
4707,1362,0,1,0,1,0,1,0,1,0,0,1,0,885,0,0,1,1,0,1,1,1,0,1,0,1
4708,1388,0,1,0,1,0,1,1,0,1,1,0,0,895,0,0,1,1,0,1,1,1,1,1,1,1
4709,1415,0,1,0,1,1,0,0,0,0,1,1,1,923,0,0,1,1,1,0,0,1,1,0,1,1
4710,1432,0,1,0,1,1,0,0,1,1,0,0,0,953,0,0,1,1,1,0,1,1,1,0,0,1
4711,1445,0,1,0,1,1,0,1,0,0,1,0,1,993,0,0,1,1,1,1,1,0,0,0,0,1
4712,1454,0,1,0,1,1,0,1,0,1,1,1,0,1043,0,1,0,0,0,0,0,1,0,0,1,1
4713,1452,0,1,0,1,1,0,1,0,1,1,0,0,1093,0,1,0,0,0,1,0,0,0,1,0,1
4714,1446,0,1,0,1,1,0,1,0,0,1,1,0,1149,0,1,0,0,0,1,1,1,1,1,0,1
4715,1428,0,1,0,1,1,0,0,1,0,1,0,0,1203,0,1,0,0,1,0,1,1,0,0,1,1
4716,1416,0,1,0,1,1,0,0,0,1,0,0,0,1269,0,1,0,0,1,1,1,1,0,1,0,1
4717,1392,0,1,0,1,0,1,1,1,0,0,0,0,1327,0,1,0,1,0,0,1,0,1,1,1,1
4718,1364,0,1,0,1,0,1,0,1,0,1,0,0,1383,0,1,0,1,0,1,1,0,0,1,1,1
4719,1332,0,1,0,1,0,0,1,1,0,1,0,0,1433,0,1,0,1,1,0,0,1,1,0,0,1
4720,1299,0,1,0,1,0,0,0,1,0,0,1,1,1481,0,1,0,1,1,1,0,0,1,0,0,1
4721,1259,0,1,0,0,1,1,1,0,1,0,1,1,1513,0,1,0,1,1,1,1,0,1,0,0,1
4722,1224,0,1,0,0,1,1,0,0,1,0,0,0,1545,0,1,1,0,0,0,0,0,1,0,0,1
4723,1184,0,1,0,0,1,0,1,0,0,0,0,0,1561,0,1,1,0,0,0,0,1,1,0,0,1
4724,1152,0,1,0,0,1,0,0,0,0,0,0,0,1571,0,1,1,0,0,0,1,0,0,0,1,1
4725,1116,0,1,0,0,0,1,0,1,1,1,0,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
4726,1093,0,1,0,0,0,1,0,0,0,1,0,1,1561,0,1,1,0,0,0,0,1,1,0,0,1
4727,1065,0,1,0,0,0,0,1,0,1,0,0,1,1537,0,1,1,0,0,0,0,0,0,0,0,1
4728,1046,0,1,0,0,0,0,0,1,0,1,1,0,1507,0,1,0,1,1,1,1,0,0,0,1,1
4729,1031,0,1,0,0,0,0,0,0,0,1,1,1,1465,0,1,0,1,1,0,1,1,1,0,0,1
4730,1022,0,0,1,1,1,1,1,1,1,1,1,0,1417,0,1,0,1,1,0,0,0,1,0,0,1
4731,1020,0,0,1,1,1,1,1,1,1,1,0,0,1365,0,1,0,1,0,1,0,1,0,1,0,1
4732,1025,0,1,0,0,0,0,0,0,0,0,0,1,1309,0,1,0,1,0,0,0,1,1,1,0,1
4733,1040,0,1,0,0,0,0,0,1,0,0,0,0,1253,0,1,0,0,1,1,1,0,0,1,0,1
4734,1057,0,1,0,0,0,0,1,0,0,0,0,1,1193,0,1,0,0,1,0,1,0,1,0,0,1
4735,1082,0,1,0,0,0,0,1,1,1,0,1,0,1137,0,1,0,0,0,1,1,1,0,0,0,1
4736,1104,0,1,0,0,0,1,0,1,0,0,0,0,1077,0,1,0,0,0,0,1,1,0,1,0,1
4737,1136,0,1,0,0,0,1,1,1,0,0,0,0,1025,0,1,0,0,0,0,0,0,0,0,0,1
4738,1168,0,1,0,0,1,0,0,1,0,0,0,0,977,0,0,1,1,1,1,0,1,0,0,0,1
4739,1203,0,1,0,0,1,0,1,1,0,0,1,1,939,0,0,1,1,1,0,1,0,1,0,1,1
4740,1231,0,1,0,0,1,1,0,0,1,1,1,1,899,0,0,1,1,1,0,0,0,0,0,1,1
4741,1279,0,1,0,0,1,1,1,1,1,1,1,1,889,0,0,1,1,0,1,1,1,1,0,0,1
4742,1316,0,1,0,1,0,0,1,0,0,1,0,0,879,0,0,1,1,0,1,1,0,1,1,1,1
4743,1348,0,1,0,1,0,1,0,0,0,1,0,0,879,0,0,1,1,0,1,1,0,1,1,1,1
4744,1379,0,1,0,1,0,1,1,0,0,0,1,1,889,0,0,1,1,0,1,1,1,1,0,0,1
4745,1403,0,1,0,1,0,1,1,1,1,0,1,1,907,0,0,1,1,1,0,0,0,1,0,1,1
4746,1426,0,1,0,1,1,0,0,1,0,0,1,0,939,0,0,1,1,1,0,1,0,1,0,1,1
4747,1440,0,1,0,1,1,0,1,0,0,0,0,0,975,0,0,1,1,1,1,0,0,1,1,1,1
4748,1449,0,1,0,1,1,0,1,0,1,0,0,1,1019,0,0,1,1,1,1,1,1,1,0,1,1
4749,1452,0,1,0,1,1,0,1,0,1,1,0,0,1073,0,1,0,0,0,0,1,1,0,0,0,1
4750,1449,0,1,0,1,1,0,1,0,1,0,0,1,1127,0,1,0,0,0,1,1,0,0,1,1,1
4751,1440,0,1,0,1,1,0,1,0,0,0,0,0,1187,0,1,0,0,1,0,1,0,0,0,1,1
4752,1419,0,1,0,1,1,0,0,0,1,0,1,1,1243,0,1,0,0,1,1,0,1,1,0,1,1
4753,1397,0,1,0,1,0,1,1,1,0,1,0,1,1301,0,1,0,1,0,0,0,1,0,1,0,1
4754,1374,0,1,0,1,0,1,0,1,1,1,1,0,1361,0,1,0,1,0,1,0,1,0,0,0,1
4755,1344,0,1,0,1,0,1,0,0,0,0,0,0,1415,0,1,0,1,1,0,0,0,0,1,1,1
4756,1310,0,1,0,1,0,0,0,1,1,1,1,0,1461,0,1,0,1,1,0,1,1,0,1,0,1
4757,1273,0,1,0,0,1,1,1,1,1,0,0,1,1501,0,1,0,1,1,1,0,1,1,1,0,1
4758,1233,0,1,0,0,1,1,0,1,0,0,0,1,1529,0,1,0,1,1,1,1,1,1,0,0,1
4759,1192,0,1,0,0,1,0,1,0,1,0,0,0,1547,0,1,1,0,0,0,0,0,1,0,1,1
4760,1160,0,1,0,0,1,0,0,0,1,0,0,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
4761,1133,0,1,0,0,0,1,1,0,1,1,0,1,1573,0,1,1,0,0,0,1,0,0,1,0,1
4762,1096,0,1,0,0,0,1,0,0,1,0,0,0,1559,0,1,1,0,0,0,0,1,0,1,1,1
4763,1072,0,1,0,0,0,0,1,1,0,0,0,0,1541,0,1,1,0,0,0,0,0,0,1,0,1
4764,1052,0,1,0,0,0,0,0,1,1,1,0,0,1517,0,1,0,1,1,1,1,0,1,1,0,1
4765,1034,0,1,0,0,0,0,0,0,1,0,1,0,1477,0,1,0,1,1,1,0,0,0,1,0,1
4766,1023,0,0,1,1,1,1,1,1,1,1,1,1,1433,0,1,0,1,1,0,0,1,1,0,0,1
4767,1019,0,0,1,1,1,1,1,1,1,0,1,1,1381,0,1,0,1,0,1,1,0,0,1,0,1
4768,1021,0,0,1,1,1,1,1,1,1,1,0,1,1327,0,1,0,1,0,0,1,0,1,1,1,1
4769,1033,0,1,0,0,0,0,0,0,1,0,0,1,1271,0,1,0,0,1,1,1,1,0,1,1,1
4770,1046,0,1,0,0,0,0,0,1,0,1,1,0,1209,0,1,0,0,1,0,1,1,1,0,0,1
4771,1071,0,1,0,0,0,0,1,0,1,1,1,1,1155,0,1,0,0,1,0,0,0,0,0,1,1
4772,1092,0,1,0,0,0,1,0,0,0,1,0,0,1093,0,1,0,0,0,1,0,0,0,1,0,1
4773,1121,0,1,0,0,0,1,1,0,0,0,0,1,1041,0,1,0,0,0,0,0,1,0,0,0,1
4774,1156,0,1,0,0,1,0,0,0,0,1,0,0,993,0,0,1,1,1,1,1,0,0,0,0,1
4775,1192,0,1,0,0,1,0,1,0,1,0,0,0,953,0,0,1,1,1,0,1,1,1,0,0,1
4776,1230,0,1,0,0,1,1,0,0,1,1,1,0,921,0,0,1,1,1,0,0,1,1,0,0,1
4777,1267,0,1,0,0,1,1,1,1,0,0,1,1,897,0,0,1,1,1,0,0,0,0,0,0,1
4778,1302,0,1,0,1,0,0,0,1,0,1,1,0,879,0,0,1,1,0,1,1,0,1,1,1,1
4779,1336,0,1,0,1,0,0,1,1,1,0,0,0,875,0,0,1,1,0,1,1,0,1,0,1,1
4780,1366,0,1,0,1,0,1,0,1,0,1,1,0,881,0,0,1,1,0,1,1,1,0,0,0,1
4781,1391,0,1,0,1,0,1,1,0,1,1,1,1,895,0,0,1,1,0,1,1,1,1,1,1,1
4782,1417,0,1,0,1,1,0,0,0,1,0,0,1,925,0,0,1,1,1,0,0,1,1,1,0,1
4783,1437,0,1,0,1,1,0,0,1,1,1,0,1,961,0,0,1,1,1,1,0,0,0,0,0,1
4784,1441,0,1,0,1,1,0,1,0,0,0,0,1,997,0,0,1,1,1,1,1,0,0,1,0,1
4785,1450,0,1,0,1,1,0,1,0,1,0,1,0,1049,0,1,0,0,0,0,0,1,1,0,0,1
4786,1450,0,1,0,1,1,0,1,0,1,0,1,0,1107,0,1,0,0,0,1,0,1,0,0,1,1
4787,1441,0,1,0,1,1,0,1,0,0,0,0,1,1163,0,1,0,0,1,0,0,0,1,0,1,1
4788,1429,0,1,0,1,1,0,0,1,0,1,0,1,1223,0,1,0,0,1,1,0,0,0,1,1,1
4789,1411,0,1,0,1,1,0,0,0,0,0,1,1,1285,0,1,0,1,0,0,0,0,0,1,0,1
4790,1387,0,1,0,1,0,1,1,0,1,0,1,1,1345,0,1,0,1,0,1,0,0,0,0,0,1
4791,1352,0,1,0,1,0,1,0,0,1,0,0,0,1391,0,1,0,1,0,1,1,0,1,1,1,1
4792,1321,0,1,0,1,0,0,1,0,1,0,0,1,1443,0,1,0,1,1,0,1,0,0,0,1,1
4793,1286,0,1,0,1,0,0,0,0,0,1,1,0,1487,0,1,0,1,1,1,0,0,1,1,1,1
4794,1247,0,1,0,0,1,1,0,1,1,1,1,1,1519,0,1,0,1,1,1,1,0,1,1,1,1
4795,1214,0,1,0,0,1,0,1,1,1,1,1,0,1549,0,1,1,0,0,0,0,0,1,1,0,1
4796,1175,0,1,0,0,1,0,0,1,0,1,1,1,1563,0,1,1,0,0,0,0,1,1,0,1,1
4797,1136,0,1,0,0,0,1,1,1,0,0,0,0,1563,0,1,1,0,0,0,0,1,1,0,1,1
4798,1106,0,1,0,0,0,1,0,1,0,0,1,0,1561,0,1,1,0,0,0,0,1,1,0,0,1
4799,1081,0,1,0,0,0,0,1,1,1,0,0,1,1549,0,1,1,0,0,0,0,0,1,1,0,1
4800,1059,0,1,0,0,0,0,1,0,0,0,1,1,1527,0,1,0,1,1,1,1,1,0,1,1,1
4801,1039,0,1,0,0,0,0,0,0,1,1,1,1,1493,0,1,0,1,1,1,0,1,0,1,0,1
4802,1024,0,1,0,0,0,0,0,0,0,0,0,0,1447,0,1,0,1,1,0,1,0,0,1,1,1
4803,1016,0,0,1,1,1,1,1,1,1,0,0,0,1397,0,1,0,1,0,1,1,1,0,1,0,1
4804,1020,0,0,1,1,1,1,1,1,1,1,0,0,1349,0,1,0,1,0,1,0,0,0,1,0,1
4805,1028,0,1,0,0,0,0,0,0,0,1,0,0,1293,0,1,0,1,0,0,0,0,1,1,0,1
4806,1044,0,1,0,0,0,0,0,1,0,1,0,0,1235,0,1,0,0,1,1,0,1,0,0,1,1
4807,1059,0,1,0,0,0,0,1,0,0,0,1,1,1173,0,1,0,0,1,0,0,1,0,1,0,1
4808,1084,0,1,0,0,0,0,1,1,1,1,0,0,1115,0,1,0,0,0,1,0,1,1,0,1,1
4809,1111,0,1,0,0,0,1,0,1,0,1,1,1,1059,0,1,0,0,0,0,1,0,0,0,1,1
4810,1142,0,1,0,0,0,1,1,1,0,1,1,0,1009,0,0,1,1,1,1,1,1,0,0,0,1
4811,1178,0,1,0,0,1,0,0,1,1,0,1,0,965,0,0,1,1,1,1,0,0,0,1,0,1
4812,1217,0,1,0,0,1,1,0,0,0,0,0,1,933,0,0,1,1,1,0,1,0,0,1,0,1
4813,1251,0,1,0,0,1,1,1,0,0,0,1,1,901,0,0,1,1,1,0,0,0,0,1,0,1
4814,1292,0,1,0,1,0,0,0,0,1,1,0,0,887,0,0,1,1,0,1,1,1,0,1,1,1
4815,1326,0,1,0,1,0,0,1,0,1,1,1,0,877,0,0,1,1,0,1,1,0,1,1,0,1
4816,1356,0,1,0,1,0,1,0,0,1,1,0,0,879,0,0,1,1,0,1,1,0,1,1,1,1
4817,1384,0,1,0,1,0,1,1,0,1,0,0,0,889,0,0,1,1,0,1,1,1,1,0,0,1
4818,1407,0,1,0,1,0,1,1,1,1,1,1,1,913,0,0,1,1,1,0,0,1,0,0,0,1
4819,1428,0,1,0,1,1,0,0,1,0,1,0,0,945,0,0,1,1,1,0,1,1,0,0,0,1
4820,1442,0,1,0,1,1,0,1,0,0,0,1,0,985,0,0,1,1,1,1,0,1,1,0,0,1
4821,1452,0,1,0,1,1,0,1,0,1,1,0,0,1035,0,1,0,0,0,0,0,0,1,0,1,1
4822,1457,0,1,0,1,1,0,1,1,0,0,0,1,1093,0,1,0,0,0,1,0,0,0,1,0,1
4823,1450,0,1,0,1,1,0,1,0,1,0,1,0,1149,0,1,0,0,0,1,1,1,1,1,0,1
4824,1432,0,1,0,1,1,0,0,1,1,0,0,0,1199,0,1,0,0,1,0,1,0,1,1,1,1
4825,1414,0,1,0,1,1,0,0,0,0,1,1,0,1259,0,1,0,0,1,1,1,0,1,0,1,1
4826,1393,0,1,0,1,0,1,1,1,0,0,0,1,1321,0,1,0,1,0,0,1,0,1,0,0,1
4827,1366,0,1,0,1,0,1,0,1,0,1,1,0,1377,0,1,0,1,0,1,1,0,0,0,0,1
4828,1346,0,1,0,1,0,1,0,0,0,0,1,0,1441,0,1,0,1,1,0,1,0,0,0,0,1
4829,1299,0,1,0,1,0,0,0,1,0,0,1,1,1473,0,1,0,1,1,1,0,0,0,0,0,1
4830,1260,0,1,0,0,1,1,1,0,1,1,0,0,1509,0,1,0,1,1,1,1,0,0,1,0,1
4831,1222,0,1,0,0,1,1,0,0,0,1,1,0,1537,0,1,1,0,0,0,0,0,0,0,0,1
4832,1185,0,1,0,0,1,0,1,0,0,0,0,1,1555,0,1,1,0,0,0,0,1,0,0,1,1
4833,1151,0,1,0,0,0,1,1,1,1,1,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1
4834,1120,0,1,0,0,0,1,1,0,0,0,0,0,1567,0,1,1,0,0,0,0,1,1,1,1,1
4835,1092,0,1,0,0,0,1,0,0,0,1,0,0,1559,0,1,1,0,0,0,0,1,0,1,1,1
4836,1066,0,1,0,0,0,0,1,0,1,0,1,0,1537,0,1,1,0,0,0,0,0,0,0,0,1
4837,1045,0,1,0,0,0,0,0,1,0,1,0,1,1507,0,1,0,1,1,1,1,0,0,0,1,1
4838,1030,0,1,0,0,0,0,0,0,0,1,1,0,1467,0,1,0,1,1,0,1,1,1,0,1,1
4839,1016,0,0,1,1,1,1,1,1,1,0,0,0,1415,0,1,0,1,1,0,0,0,0,1,1,1
4840,1019,0,0,1,1,1,1,1,1,1,0,1,1,1369,0,1,0,1,0,1,0,1,1,0,0,1
4841,1027,0,1,0,0,0,0,0,0,0,0,1,1,1317,0,1,0,1,0,0,1,0,0,1,0,1
4842,1036,0,1,0,0,0,0,0,0,1,1,0,0,1255,0,1,0,0,1,1,1,0,0,1,1,1
4843,1054,0,1,0,0,0,0,0,1,1,1,1,0,1197,0,1,0,0,1,0,1,0,1,1,0,1
4844,1076,0,1,0,0,0,0,1,1,0,1,0,0,1137,0,1,0,0,0,1,1,1,0,0,0,1
4845,1100,0,1,0,0,0,1,0,0,1,1,0,0,1079,0,1,0,0,0,0,1,1,0,1,1,1
