Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,
adc_in_v[11:0] =, adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], ,,,,,,,,,,,,,
adc_in_i[11:0] =, adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0], ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: us, adc_in_v[11:0], adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], adc_in_i[11:0], adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0]
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X
204,1454,0,1,0,1,1,0,1,0,1,1,1,0,1119,0,1,0,0,0,1,0,1,1,1,1,1
205,1448,0,1,0,1,1,0,1,0,1,0,0,0,1177,0,1,0,0,1,0,0,1,1,0,0,1
206,1435,0,1,0,1,1,0,0,1,1,0,1,1,1237,0,1,0,0,1,1,0,1,0,1,0,1
207,1412,0,1,0,1,1,0,0,0,0,1,0,0,1291,0,1,0,1,0,0,0,0,1,0,1,1
208,1392,0,1,0,1,0,1,1,1,0,0,0,0,1353,0,1,0,1,0,1,0,0,1,0,0,1
209,1369,0,1,0,1,0,1,0,1,1,0,0,1,1415,0,1,0,1,1,0,0,0,0,1,1,1
210,1334,0,1,0,1,0,0,1,1,0,1,1,0,1461,0,1,0,1,1,0,1,1,0,1,0,1
211,1299,0,1,0,1,0,0,0,1,0,0,1,1,1505,0,1,0,1,1,1,1,0,0,0,0,1
212,1259,0,1,0,0,1,1,1,0,1,0,1,1,1539,0,1,1,0,0,0,0,0,0,0,1,1
213,1216,0,1,0,0,1,1,0,0,0,0,0,0,1559,0,1,1,0,0,0,0,1,0,1,1,1
214,1182,0,1,0,0,1,0,0,1,1,1,1,0,1579,0,1,1,0,0,0,1,0,1,0,1,1
215,1149,0,1,0,0,0,1,1,1,1,1,0,1,1589,0,1,1,0,0,0,1,1,0,1,0,1
216,1118,0,1,0,0,0,1,0,1,1,1,1,0,1589,0,1,1,0,0,0,1,1,0,1,0,1
217,1090,0,1,0,0,0,1,0,0,0,0,1,0,1577,0,1,1,0,0,0,1,0,1,0,0,1
218,1063,0,1,0,0,0,0,1,0,0,1,1,1,1551,0,1,1,0,0,0,0,0,1,1,1,1
219,1043,0,1,0,0,0,0,0,1,0,0,1,1,1519,0,1,0,1,1,1,1,0,1,1,1,1
220,1035,0,1,0,0,0,0,0,0,1,0,1,1,1485,0,1,0,1,1,1,0,0,1,1,0,1
221,1026,0,1,0,0,0,0,0,0,0,0,1,0,1435,0,1,0,1,1,0,0,1,1,0,1,1
222,1025,0,1,0,0,0,0,0,0,0,0,0,1,1383,0,1,0,1,0,1,1,0,0,1,1,1
223,1032,0,1,0,0,0,0,0,0,1,0,0,0,1327,0,1,0,1,0,0,1,0,1,1,1,1
224,1044,0,1,0,0,0,0,0,1,0,1,0,0,1267,0,1,0,0,1,1,1,1,0,0,1,1
225,1060,0,1,0,0,0,0,1,0,0,1,0,0,1207,0,1,0,0,1,0,1,1,0,1,1,1
226,1083,0,1,0,0,0,0,1,1,1,0,1,1,1147,0,1,0,0,0,1,1,1,1,0,1,1
227,1108,0,1,0,0,0,1,0,1,0,1,0,0,1091,0,1,0,0,0,1,0,0,0,0,1,1
228,1141,0,1,0,0,0,1,1,1,0,1,0,1,1041,0,1,0,0,0,0,0,1,0,0,0,1
229,1174,0,1,0,0,1,0,0,1,0,1,1,0,995,0,0,1,1,1,1,1,0,0,0,1,1
230,1213,0,1,0,0,1,0,1,1,1,1,0,1,959,0,0,1,1,1,0,1,1,1,1,1,1
231,1252,0,1,0,0,1,1,1,0,0,1,0,0,933,0,0,1,1,1,0,1,0,0,1,0,1
232,1288,0,1,0,1,0,0,0,0,1,0,0,0,911,0,0,1,1,1,0,0,0,1,1,1,1
233,1322,0,1,0,1,0,0,1,0,1,0,1,0,899,0,0,1,1,1,0,0,0,0,0,1,1
234,1355,0,1,0,1,0,1,0,0,1,0,1,1,901,0,0,1,1,1,0,0,0,0,1,0,1
235,1384,0,1,0,1,0,1,1,0,1,0,0,0,911,0,0,1,1,1,0,0,0,1,1,1,1
236,1415,0,1,0,1,1,0,0,0,0,1,1,1,937,0,0,1,1,1,0,1,0,1,0,0,1
237,1430,0,1,0,1,1,0,0,1,0,1,1,0,961,0,0,1,1,1,1,0,0,0,0,0,1
238,1444,0,1,0,1,1,0,1,0,0,1,0,0,999,0,0,1,1,1,1,1,0,0,1,1,1
239,1455,0,1,0,1,1,0,1,0,1,1,1,1,1047,0,1,0,0,0,0,0,1,0,1,1,1
240,1457,0,1,0,1,1,0,1,1,0,0,0,1,1099,0,1,0,0,0,1,0,0,1,0,1,1
241,1453,0,1,0,1,1,0,1,0,1,1,0,1,1155,0,1,0,0,1,0,0,0,0,0,1,1
242,1438,0,1,0,1,1,0,0,1,1,1,1,0,1209,0,1,0,0,1,0,1,1,1,0,0,1
243,1421,0,1,0,1,1,0,0,0,1,1,0,1,1269,0,1,0,0,1,1,1,1,0,1,0,1
244,1406,0,1,0,1,0,1,1,1,1,1,1,0,1335,0,1,0,1,0,0,1,1,0,1,1,1
245,1377,0,1,0,1,0,1,1,0,0,0,0,1,1389,0,1,0,1,0,1,1,0,1,1,0,1
246,1344,0,1,0,1,0,1,0,0,0,0,0,0,1441,0,1,0,1,1,0,1,0,0,0,0,1
247,1307,0,1,0,1,0,0,0,1,1,0,1,1,1483,0,1,0,1,1,1,0,0,1,0,1,1
248,1271,0,1,0,0,1,1,1,1,0,1,1,1,1523,0,1,0,1,1,1,1,1,0,0,1,1
249,1231,0,1,0,0,1,1,0,0,1,1,1,1,1551,0,1,1,0,0,0,0,0,1,1,1,1
250,1197,0,1,0,0,1,0,1,0,1,1,0,1,1573,0,1,1,0,0,0,1,0,0,1,0,1
251,1162,0,1,0,0,1,0,0,0,1,0,1,0,1587,0,1,1,0,0,0,1,1,0,0,1,1
252,1128,0,1,0,0,0,1,1,0,1,0,0,0,1587,0,1,1,0,0,0,1,1,0,0,1,1
253,1099,0,1,0,0,0,1,0,0,1,0,1,1,1579,0,1,1,0,0,0,1,0,1,0,1,1
254,1073,0,1,0,0,0,0,1,1,0,0,0,1,1561,0,1,1,0,0,0,0,1,1,0,0,1
255,1050,0,1,0,0,0,0,0,1,1,0,1,0,1531,0,1,0,1,1,1,1,1,1,0,1,1
256,1036,0,1,0,0,0,0,0,0,1,1,0,0,1495,0,1,0,1,1,1,0,1,0,1,1,1
257,1029,0,1,0,0,0,0,0,0,0,1,0,1,1453,0,1,0,1,1,0,1,0,1,1,0,1
258,1024,0,1,0,0,0,0,0,0,0,0,0,0,1399,0,1,0,1,0,1,1,1,0,1,1,1
259,1029,0,1,0,0,0,0,0,0,0,1,0,1,1347,0,1,0,1,0,1,0,0,0,0,1,1
260,1038,0,1,0,0,0,0,0,0,1,1,1,0,1287,0,1,0,1,0,0,0,0,0,1,1,1
261,1056,0,1,0,0,0,0,1,0,0,0,0,0,1231,0,1,0,0,1,1,0,0,1,1,1,1
262,1074,0,1,0,0,0,0,1,1,0,0,1,0,1167,0,1,0,0,1,0,0,0,1,1,1,1
263,1103,0,1,0,0,0,1,0,0,1,1,1,1,1115,0,1,0,0,0,1,0,1,1,0,1,1
264,1130,0,1,0,0,0,1,1,0,1,0,1,0,1059,0,1,0,0,0,0,1,0,0,0,1,1
265,1163,0,1,0,0,1,0,0,0,1,0,1,1,1011,0,0,1,1,1,1,1,1,0,0,1,1
266,1200,0,1,0,0,1,0,1,1,0,0,0,0,971,0,0,1,1,1,1,0,0,1,0,1,1
267,1237,0,1,0,0,1,1,0,1,0,1,0,1,939,0,0,1,1,1,0,1,0,1,0,1,1
268,1274,0,1,0,0,1,1,1,1,1,0,1,0,917,0,0,1,1,1,0,0,1,0,1,0,1
269,1319,0,1,0,1,0,0,1,0,0,1,1,1,911,0,0,1,1,1,0,0,0,1,1,1,1
270,1344,0,1,0,1,0,1,0,0,0,0,0,0,897,0,0,1,1,1,0,0,0,0,0,0,1
271,1372,0,1,0,1,0,1,0,1,1,1,0,0,903,0,0,1,1,1,0,0,0,0,1,1,1
272,1400,0,1,0,1,0,1,1,1,1,0,0,0,919,0,0,1,1,1,0,0,1,0,1,1,1
273,1423,0,1,0,1,1,0,0,0,1,1,1,1,949,0,0,1,1,1,0,1,1,0,1,0,1
274,1441,0,1,0,1,1,0,1,0,0,0,0,1,985,0,0,1,1,1,1,0,1,1,0,0,1
275,1450,0,1,0,1,1,0,1,0,1,0,1,0,1025,0,1,0,0,0,0,0,0,0,0,0,1
276,1456,0,1,0,1,1,0,1,1,0,0,0,0,1077,0,1,0,0,0,0,1,1,0,1,0,1
277,1455,0,1,0,1,1,0,1,0,1,1,1,1,1133,0,1,0,0,0,1,1,0,1,1,0,1
278,1448,0,1,0,1,1,0,1,0,1,0,0,0,1191,0,1,0,0,1,0,1,0,0,1,1,1
279,1431,0,1,0,1,1,0,0,1,0,1,1,1,1249,0,1,0,0,1,1,1,0,0,0,0,1
280,1411,0,1,0,1,1,0,0,0,0,0,1,1,1309,0,1,0,1,0,0,0,1,1,1,0,1
281,1385,0,1,0,1,0,1,1,0,1,0,0,1,1367,0,1,0,1,0,1,0,1,0,1,1,1
282,1359,0,1,0,1,0,1,0,0,1,1,1,1,1425,0,1,0,1,1,0,0,1,0,0,0,1
283,1325,0,1,0,1,0,0,1,0,1,1,0,1,1471,0,1,0,1,1,0,1,1,1,1,1,1
284,1287,0,1,0,1,0,0,0,0,0,1,1,1,1509,0,1,0,1,1,1,1,0,0,1,0,1
285,1247,0,1,0,0,1,1,0,1,1,1,1,1,1541,0,1,1,0,0,0,0,0,0,1,0,1
286,1211,0,1,0,0,1,0,1,1,1,0,1,1,1567,0,1,1,0,0,0,0,1,1,1,1,1
287,1175,0,1,0,0,1,0,0,1,0,1,1,1,1581,0,1,1,0,0,0,1,0,1,1,0,1
288,1142,0,1,0,0,0,1,1,1,0,1,1,0,1589,0,1,1,0,0,0,1,1,0,1,0,1
289,1111,0,1,0,0,0,1,0,1,0,1,1,1,1583,0,1,1,0,0,0,1,0,1,1,1,1
290,1084,0,1,0,0,0,0,1,1,1,1,0,0,1569,0,1,1,0,0,0,1,0,0,0,0,1
291,1063,0,1,0,0,0,0,1,0,0,1,1,1,1547,0,1,1,0,0,0,0,0,1,0,1,1
292,1041,0,1,0,0,0,0,0,1,0,0,0,1,1507,0,1,0,1,1,1,1,0,0,0,1,1
293,1030,0,1,0,0,0,0,0,0,0,1,1,0,1467,0,1,0,1,1,0,1,1,1,0,1,1
294,1031,0,1,0,0,0,0,0,0,0,1,1,1,1425,0,1,0,1,1,0,0,1,0,0,0,1
295,1027,0,1,0,0,0,0,0,0,0,0,1,1,1365,0,1,0,1,0,1,0,1,0,1,0,1
296,1034,0,1,0,0,0,0,0,0,1,0,1,0,1309,0,1,0,1,0,0,0,1,1,1,0,1
297,1048,0,1,0,0,0,0,0,1,1,0,0,0,1249,0,1,0,0,1,1,1,0,0,0,0,1
298,1066,0,1,0,0,0,0,1,0,1,0,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
299,1092,0,1,0,0,0,1,0,0,0,1,0,0,1131,0,1,0,0,0,1,1,0,1,0,1,1
300,1118,0,1,0,0,0,1,0,1,1,1,1,0,1075,0,1,0,0,0,0,1,1,0,0,1,1
301,1152,0,1,0,0,1,0,0,0,0,0,0,0,1027,0,1,0,0,0,0,0,0,0,0,1,1
302,1187,0,1,0,0,1,0,1,0,0,0,1,1,983,0,0,1,1,1,1,0,1,0,1,1,1
303,1224,0,1,0,0,1,1,0,0,1,0,0,0,949,0,0,1,1,1,0,1,1,0,1,0,1
304,1260,0,1,0,0,1,1,1,0,1,1,0,0,921,0,0,1,1,1,0,0,1,1,0,0,1
305,1297,0,1,0,1,0,0,0,1,0,0,0,1,903,0,0,1,1,1,0,0,0,0,1,1,1
306,1331,0,1,0,1,0,0,1,1,0,0,1,1,895,0,0,1,1,0,1,1,1,1,1,1,1
307,1362,0,1,0,1,0,1,0,1,0,0,1,0,897,0,0,1,1,1,0,0,0,0,0,0,1
308,1391,0,1,0,1,0,1,1,0,1,1,1,1,911,0,0,1,1,1,0,0,0,1,1,1,1
309,1416,0,1,0,1,1,0,0,0,1,0,0,0,935,0,0,1,1,1,0,1,0,0,1,1,1
310,1435,0,1,0,1,1,0,0,1,1,0,1,1,967,0,0,1,1,1,1,0,0,0,1,1,1
311,1450,0,1,0,1,1,0,1,0,1,0,1,0,1009,0,0,1,1,1,1,1,1,0,0,0,1
312,1456,0,1,0,1,1,0,1,1,0,0,0,0,1057,0,1,0,0,0,0,1,0,0,0,0,1
313,1453,0,1,0,1,1,0,1,0,1,1,0,1,1107,0,1,0,0,0,1,0,1,0,0,1,1
314,1452,0,1,0,1,1,0,1,0,1,1,0,0,1169,0,1,0,0,1,0,0,1,0,0,0,1
315,1437,0,1,0,1,1,0,0,1,1,1,0,1,1225,0,1,0,0,1,1,0,0,1,0,0,1
316,1419,0,1,0,1,1,0,0,0,1,0,1,1,1283,0,1,0,1,0,0,0,0,0,0,1,1
317,1396,0,1,0,1,0,1,1,1,0,1,0,0,1343,0,1,0,1,0,0,1,1,1,1,1,1
318,1366,0,1,0,1,0,1,0,1,0,1,1,0,1397,0,1,0,1,0,1,1,1,0,1,0,1
319,1334,0,1,0,1,0,0,1,1,0,1,1,0,1447,0,1,0,1,1,0,1,0,0,1,1,1
320,1298,0,1,0,1,0,0,0,1,0,0,1,0,1491,0,1,0,1,1,1,0,1,0,0,1,1
321,1262,0,1,0,0,1,1,1,0,1,1,1,0,1531,0,1,0,1,1,1,1,1,1,0,1,1
322,1225,0,1,0,0,1,1,0,0,1,0,0,1,1557,0,1,1,0,0,0,0,1,0,1,0,1
323,1189,0,1,0,0,1,0,1,0,0,1,0,1,1575,0,1,1,0,0,0,1,0,0,1,1,1
324,1155,0,1,0,0,1,0,0,0,0,0,1,1,1585,0,1,1,0,0,0,1,1,0,0,0,1
325,1122,0,1,0,0,0,1,1,0,0,0,1,0,1583,0,1,1,0,0,0,1,0,1,1,1,1
326,1090,0,1,0,0,0,1,0,0,0,0,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1
327,1069,0,1,0,0,0,0,1,0,1,1,0,1,1553,0,1,1,0,0,0,0,1,0,0,0,1
328,1047,0,1,0,0,0,0,0,1,0,1,1,1,1519,0,1,0,1,1,1,1,0,1,1,1,1
329,1033,0,1,0,0,0,0,0,0,1,0,0,1,1479,0,1,0,1,1,1,0,0,0,1,1,1
330,1025,0,1,0,0,0,0,0,0,0,0,0,1,1433,0,1,0,1,1,0,0,1,1,0,0,1
331,1025,0,1,0,0,0,0,0,0,0,0,0,1,1381,0,1,0,1,0,1,1,0,0,1,0,1
332,1024,0,1,0,0,0,0,0,0,0,0,0,0,1319,0,1,0,1,0,0,1,0,0,1,1,1
333,1042,0,1,0,0,0,0,0,1,0,0,1,0,1269,0,1,0,0,1,1,1,1,0,1,0,1
334,1058,0,1,0,0,0,0,1,0,0,0,1,0,1207,0,1,0,0,1,0,1,1,0,1,1,1
335,1080,0,1,0,0,0,0,1,1,1,0,0,0,1147,0,1,0,0,0,1,1,1,1,0,1,1
336,1106,0,1,0,0,0,1,0,1,0,0,1,0,1091,0,1,0,0,0,1,0,0,0,0,1,1
337,1139,0,1,0,0,0,1,1,1,0,0,1,1,1041,0,1,0,0,0,0,0,1,0,0,0,1
338,1166,0,1,0,0,1,0,0,0,1,1,1,0,987,0,0,1,1,1,1,0,1,1,0,1,1
339,1209,0,1,0,0,1,0,1,1,1,0,0,1,957,0,0,1,1,1,0,1,1,1,1,0,1
340,1247,0,1,0,0,1,1,0,1,1,1,1,1,927,0,0,1,1,1,0,0,1,1,1,1,1
341,1285,0,1,0,1,0,0,0,0,0,1,0,1,907,0,0,1,1,1,0,0,0,1,0,1,1
342,1320,0,1,0,1,0,0,1,0,1,0,0,0,897,0,0,1,1,1,0,0,0,0,0,0,1
343,1353,0,1,0,1,0,1,0,0,1,0,0,1,895,0,0,1,1,0,1,1,1,1,1,1,1
344,1381,0,1,0,1,0,1,1,0,0,1,0,1,903,0,0,1,1,1,0,0,0,0,1,1,1
345,1407,0,1,0,1,0,1,1,1,1,1,1,1,923,0,0,1,1,1,0,0,1,1,0,1,1
346,1429,0,1,0,1,1,0,0,1,0,1,0,1,953,0,0,1,1,1,0,1,1,1,0,0,1
347,1444,0,1,0,1,1,0,1,0,0,1,0,0,991,0,0,1,1,1,1,0,1,1,1,1,1
348,1453,0,1,0,1,1,0,1,0,1,1,0,1,1037,0,1,0,0,0,0,0,0,1,1,0,1
349,1452,0,1,0,1,1,0,1,0,1,1,0,0,1083,0,1,0,0,0,0,1,1,1,0,1,1
350,1451,0,1,0,1,1,0,1,0,1,0,1,1,1143,0,1,0,0,0,1,1,1,0,1,1,1
351,1441,0,1,0,1,1,0,1,0,0,0,0,1,1201,0,1,0,0,1,0,1,1,0,0,0,1
352,1426,0,1,0,1,1,0,0,1,0,0,1,0,1261,0,1,0,0,1,1,1,0,1,1,0,1
353,1405,0,1,0,1,0,1,1,1,1,1,0,1,1321,0,1,0,1,0,0,1,0,1,0,0,1
354,1379,0,1,0,1,0,1,1,0,0,0,1,1,1379,0,1,0,1,0,1,1,0,0,0,1,1
355,1347,0,1,0,1,0,1,0,0,0,0,1,1,1431,0,1,0,1,1,0,0,1,0,1,1,1
356,1314,0,1,0,1,0,0,1,0,0,0,1,0,1477,0,1,0,1,1,1,0,0,0,1,0,1
357,1273,0,1,0,0,1,1,1,1,1,0,0,1,1513,0,1,0,1,1,1,1,0,1,0,0,1
358,1238,0,1,0,0,1,1,0,1,0,1,1,0,1547,0,1,1,0,0,0,0,0,1,0,1,1
359,1201,0,1,0,0,1,0,1,1,0,0,0,1,1567,0,1,1,0,0,0,0,1,1,1,1,1
360,1166,0,1,0,0,1,0,0,0,1,1,1,0,1581,0,1,1,0,0,0,1,0,1,1,0,1
361,1135,0,1,0,0,0,1,1,0,1,1,1,1,1585,0,1,1,0,0,0,1,1,0,0,0,1
362,1100,0,1,0,0,0,1,0,0,1,1,0,0,1573,0,1,1,0,0,0,1,0,0,1,0,1
363,1078,0,1,0,0,0,0,1,1,0,1,1,0,1561,0,1,1,0,0,0,0,1,1,0,0,1
364,1056,0,1,0,0,0,0,1,0,0,0,0,0,1533,0,1,0,1,1,1,1,1,1,1,0,1
365,1038,0,1,0,0,0,0,0,0,1,1,1,0,1493,0,1,0,1,1,1,0,1,0,1,0,1
366,1027,0,1,0,0,0,0,0,0,0,0,1,1,1449,0,1,0,1,1,0,1,0,1,0,0,1
367,1025,0,1,0,0,0,0,0,0,0,0,0,1,1401,0,1,0,1,0,1,1,1,1,0,0,1
368,1037,0,1,0,0,0,0,0,0,1,1,0,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
369,1039,0,1,0,0,0,0,0,0,1,1,1,1,1289,0,1,0,1,0,0,0,0,1,0,0,1
370,1053,0,1,0,0,0,0,0,1,1,1,0,1,1227,0,1,0,0,1,1,0,0,1,0,1,1
371,1072,0,1,0,0,0,0,1,1,0,0,0,0,1167,0,1,0,0,1,0,0,0,1,1,1,1
372,1096,0,1,0,0,0,1,0,0,1,0,0,0,1109,0,1,0,0,0,1,0,1,0,1,0,1
373,1126,0,1,0,0,0,1,1,0,0,1,1,0,1055,0,1,0,0,0,0,0,1,1,1,1,1
374,1160,0,1,0,0,1,0,0,0,1,0,0,0,1009,0,0,1,1,1,1,1,1,0,0,0,1
375,1197,0,1,0,0,1,0,1,0,1,1,0,1,969,0,0,1,1,1,1,0,0,1,0,0,1
376,1233,0,1,0,0,1,1,0,1,0,0,0,1,935,0,0,1,1,1,0,1,0,0,1,1,1
377,1269,0,1,0,0,1,1,1,1,0,1,0,1,909,0,0,1,1,1,0,0,0,1,1,0,1
378,1307,0,1,0,1,0,0,0,1,1,0,1,1,897,0,0,1,1,1,0,0,0,0,0,0,1
379,1337,0,1,0,1,0,0,1,1,1,0,0,1,887,0,0,1,1,0,1,1,1,0,1,1,1
380,1371,0,1,0,1,0,1,0,1,1,0,1,1,897,0,0,1,1,1,0,0,0,0,0,0,1
381,1398,0,1,0,1,0,1,1,1,0,1,1,0,911,0,0,1,1,1,0,0,0,1,1,1,1
382,1416,0,1,0,1,1,0,0,0,1,0,0,0,933,0,0,1,1,1,0,1,0,0,1,0,1
383,1440,0,1,0,1,1,0,1,0,0,0,0,0,973,0,0,1,1,1,1,0,0,1,1,0,1
384,1450,0,1,0,1,1,0,1,0,1,0,1,0,1015,0,0,1,1,1,1,1,1,0,1,1,1
385,1457,0,1,0,1,1,0,1,1,0,0,0,1,1067,0,1,0,0,0,0,1,0,1,0,1,1
386,1455,0,1,0,1,1,0,1,0,1,1,1,1,1121,0,1,0,0,0,1,1,0,0,0,0,1
387,1446,0,1,0,1,1,0,1,0,0,1,1,0,1177,0,1,0,0,1,0,0,1,1,0,0,1
388,1433,0,1,0,1,1,0,0,1,1,0,0,1,1237,0,1,0,0,1,1,0,1,0,1,0,1
389,1416,0,1,0,1,1,0,0,0,1,0,0,0,1301,0,1,0,1,0,0,0,1,0,1,0,1
390,1388,0,1,0,1,0,1,1,0,1,1,0,0,1355,0,1,0,1,0,1,0,0,1,0,1,1
391,1360,0,1,0,1,0,1,0,1,0,0,0,0,1411,0,1,0,1,1,0,0,0,0,0,1,1
392,1325,0,1,0,1,0,0,1,0,1,1,0,1,1455,0,1,0,1,1,0,1,0,1,1,1,1
393,1288,0,1,0,1,0,0,0,0,1,0,0,0,1497,0,1,0,1,1,1,0,1,1,0,0,1
394,1251,0,1,0,0,1,1,1,0,0,0,1,1,1531,0,1,0,1,1,1,1,1,1,0,1,1
395,1218,0,1,0,0,1,1,0,0,0,0,1,0,1563,0,1,1,0,0,0,0,1,1,0,1,1
396,1179,0,1,0,0,1,0,0,1,1,0,1,1,1575,0,1,1,0,0,0,1,0,0,1,1,1
397,1144,0,1,0,0,0,1,1,1,1,0,0,0,1581,0,1,1,0,0,0,1,0,1,1,0,1
398,1111,0,1,0,0,0,1,0,1,0,1,1,1,1575,0,1,1,0,0,0,1,0,0,1,1,1
399,1088,0,1,0,0,0,1,0,0,0,0,0,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
400,1062,0,1,0,0,0,0,1,0,0,1,1,0,1539,0,1,1,0,0,0,0,0,0,0,1,1
401,1047,0,1,0,0,0,0,0,1,0,1,1,1,1509,0,1,0,1,1,1,1,0,0,1,0,1
402,1030,0,1,0,0,0,0,0,0,0,1,1,0,1463,0,1,0,1,1,0,1,1,0,1,1,1
403,1027,0,1,0,0,0,0,0,0,0,0,1,1,1417,0,1,0,1,1,0,0,0,1,0,0,1
404,1027,0,1,0,0,0,0,0,0,0,0,1,1,1363,0,1,0,1,0,1,0,1,0,0,1,1
405,1035,0,1,0,0,0,0,0,0,1,0,1,1,1307,0,1,0,1,0,0,0,1,1,0,1,1
406,1047,0,1,0,0,0,0,0,1,0,1,1,1,1247,0,1,0,0,1,1,0,1,1,1,1,1
407,1065,0,1,0,0,0,0,1,0,1,0,0,1,1187,0,1,0,0,1,0,1,0,0,0,1,1
408,1087,0,1,0,0,0,0,1,1,1,1,1,1,1127,0,1,0,0,0,1,1,0,0,1,1,1
409,1116,0,1,0,0,0,1,0,1,1,1,0,0,1073,0,1,0,0,0,0,1,1,0,0,0,1
410,1148,0,1,0,0,0,1,1,1,1,1,0,0,1023,0,0,1,1,1,1,1,1,1,1,1,1
411,1183,0,1,0,0,1,0,0,1,1,1,1,1,979,0,0,1,1,1,1,0,1,0,0,1,1
412,1220,0,1,0,0,1,1,0,0,0,1,0,0,943,0,0,1,1,1,0,1,0,1,1,1,1
413,1258,0,1,0,0,1,1,1,0,1,0,1,0,917,0,0,1,1,1,0,0,1,0,1,0,1
414,1297,0,1,0,1,0,0,0,1,0,0,0,1,899,0,0,1,1,1,0,0,0,0,0,1,1
415,1328,0,1,0,1,0,0,1,1,0,0,0,0,887,0,0,1,1,0,1,1,1,0,1,1,1
416,1361,0,1,0,1,0,1,0,1,0,0,0,1,891,0,0,1,1,0,1,1,1,1,0,1,1
417,1389,0,1,0,1,0,1,1,0,1,1,0,1,903,0,0,1,1,1,0,0,0,0,1,1,1
418,1414,0,1,0,1,1,0,0,0,0,1,1,0,925,0,0,1,1,1,0,0,1,1,1,0,1
419,1435,0,1,0,1,1,0,0,1,1,0,1,1,959,0,0,1,1,1,0,1,1,1,1,1,1
420,1452,0,1,0,1,1,0,1,0,1,1,0,0,1003,0,0,1,1,1,1,1,0,1,0,1,1
421,1455,0,1,0,1,1,0,1,0,1,1,1,1,1045,0,1,0,0,0,0,0,1,0,1,0,1
422,1456,0,1,0,1,1,0,1,1,0,0,0,0,1097,0,1,0,0,0,1,0,0,1,0,0,1
423,1450,0,1,0,1,1,0,1,0,1,0,1,0,1153,0,1,0,0,1,0,0,0,0,0,0,1
424,1439,0,1,0,1,1,0,0,1,1,1,1,1,1213,0,1,0,0,1,0,1,1,1,1,0,1
425,1420,0,1,0,1,1,0,0,0,1,1,0,0,1271,0,1,0,0,1,1,1,1,0,1,1,1
426,1397,0,1,0,1,0,1,1,1,0,1,0,1,1331,0,1,0,1,0,0,1,1,0,0,1,1
427,1374,0,1,0,1,0,1,0,1,1,1,1,0,1391,0,1,0,1,0,1,1,0,1,1,1,1
428,1341,0,1,0,1,0,0,1,1,1,1,0,1,1439,0,1,0,1,1,0,0,1,1,1,1,1
429,1304,0,1,0,1,0,0,0,1,1,0,0,0,1483,0,1,0,1,1,1,0,0,1,0,1,1
430,1266,0,1,0,0,1,1,1,1,0,0,1,0,1519,0,1,0,1,1,1,1,0,1,1,1,1
431,1231,0,1,0,0,1,1,0,0,1,1,1,1,1551,0,1,1,0,0,0,0,0,1,1,1,1
432,1192,0,1,0,0,1,0,1,0,1,0,0,0,1567,0,1,1,0,0,0,0,1,1,1,1,1
433,1156,0,1,0,0,1,0,0,0,0,1,0,0,1577,0,1,1,0,0,0,1,0,1,0,0,1
434,1123,0,1,0,0,0,1,1,0,0,0,1,1,1575,0,1,1,0,0,0,1,0,0,1,1,1
435,1095,0,1,0,0,0,1,0,0,0,1,1,1,1567,0,1,1,0,0,0,0,1,1,1,1,1
436,1068,0,1,0,0,0,0,1,0,1,1,0,0,1545,0,1,1,0,0,0,0,0,1,0,0,1
437,1049,0,1,0,0,0,0,0,1,1,0,0,1,1515,0,1,0,1,1,1,1,0,1,0,1,1
438,1035,0,1,0,0,0,0,0,0,1,0,1,1,1477,0,1,0,1,1,1,0,0,0,1,0,1
439,1029,0,1,0,0,0,0,0,0,0,1,0,1,1435,0,1,0,1,1,0,0,1,1,0,1,1
440,1026,0,1,0,0,0,0,0,0,0,0,1,0,1381,0,1,0,1,0,1,1,0,0,1,0,1
441,1034,0,1,0,0,0,0,0,0,1,0,1,0,1329,0,1,0,1,0,0,1,1,0,0,0,1
442,1042,0,1,0,0,0,0,0,1,0,0,1,0,1267,0,1,0,0,1,1,1,1,0,0,1,1
