Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,
result[31:0] =, result[31], result[30], result[29], result[28], result[27], result[26], result[25], result[24], result[23], result[22], result[21], result[20], result[19], result[18], result[17], result[16], result[15], result[14], result[13], result[12], result[11], result[10], result[9], result[8], result[7], result[6], result[5], result[4], result[3], result[2], result[1], result[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], result[31:0], result[31], result[30], result[29], result[28], result[27], result[26], result[25], result[24], result[23], result[22], result[21], result[20], result[19], result[18], result[17], result[16], result[15], result[14], result[13], result[12], result[11], result[10], result[9], result[8], result[7], result[6], result[5], result[4], result[3], result[2], result[1], result[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
4764, 1222, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1547, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4765, 1172, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1517, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4766, 1126, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1479, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4767, 1078, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1429, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4768, 1045, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1383, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4769, 1014, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1331, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4770, 986, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1269, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4771, 967, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1209, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4772, 957, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1149, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4773, 953, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1091, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4774, 960, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1039, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4775, 978, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 995, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4776, 1001, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 957, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4777, 1030, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 925, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4778, 1067, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 903, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4779, 1109, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 893, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4780, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 883, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4781, 1200, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 897, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4782, 1239, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 907, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4783, 1297, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 945, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4784, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 983, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4785, 1390, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1027, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4786, 1418, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1065, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4787, 1462, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1131, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4788, 1489, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4789, 1511, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1251, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4790, 1523, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4791, 1527, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1367, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4792, 1523, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1421, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4793, 1506, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1465, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4794, 1488, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1509, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4795, 1460, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1541, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4796, 1425, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1565, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4797, 1380, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1573, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4798, 1340, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1581, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4799, 1287, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4800, 1240, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1557, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4801, 1191, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1531, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4802, 1142, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1493, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4803, 1099, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1453, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4804, 1058, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1403, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4805, 1022, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1347, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4806, 997, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1293, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4807, 971, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1229, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4808, 957, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1169, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4809, 951, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1111, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4810, 960, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1061, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4811, 968, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1009, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4812, 989, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 967, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4813, 1017, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 933, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4814, 1050, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 909, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4815, 1090, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 893, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4816, 1134, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 887, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4817, 1181, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 893, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4818, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 907, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4819, 1282, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 937, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4820, 1329, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 969, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4821, 1375, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1011, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4822, 1414, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1057, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4823, 1452, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1113, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4824, 1481, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1169, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4825, 1506, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1231, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4826, 1520, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1289, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4827, 1529, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1349, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4828, 1527, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1403, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4829, 1516, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1451, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4830, 1492, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1489, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4831, 1469, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1527, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4832, 1436, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1555, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
4833, 1398, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1571, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
