Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], v_square, i_square,
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
9461, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9462, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9463, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9464, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9465, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9466, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9467, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9468, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9469, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9470, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9471, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9472, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9473, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9474, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9475, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9476, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9477, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9478, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9479, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9480, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9481, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9482, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9483, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9484, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9485, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9486, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9487, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9488, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9489, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9490, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9491, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9492, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9493, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9494, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9495, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9496, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9497, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9498, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9499, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9500, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9501, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9502, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9503, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9504, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9505, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9506, 1145, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1018, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0,
9507, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9508, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9509, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9510, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9511, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9512, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9513, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9514, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9515, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9516, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9517, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9518, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9519, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9520, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9521, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9522, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9523, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9524, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9525, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9526, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9527, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9528, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9529, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9530, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9531, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9532, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9533, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9534, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9535, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9536, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9537, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9538, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9539, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9540, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9541, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9542, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9543, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9544, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9545, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9546, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9547, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9548, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9549, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9550, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9551, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9552, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9553, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9554, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9555, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9556, 1143, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 996, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0,
9557, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9558, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9559, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9560, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9561, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9562, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9563, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9564, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9565, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9566, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9567, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9568, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9569, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9570, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9571, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9572, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9573, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9574, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9575, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9576, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9577, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9578, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9579, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9580, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9581, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9582, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9583, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9584, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9585, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9586, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9587, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9588, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9589, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9590, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9591, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9592, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9593, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9594, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9595, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9596, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9597, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9598, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9599, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9600, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9601, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9602, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9603, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9604, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9605, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9606, 1147, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 972, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0,
9607, 1159, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 957, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0,
9608, 1159, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 957, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0,
9609, 1159, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 957, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0,
