Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], v_square, i_square,
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
25, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
26, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
27, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
28, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
29, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
30, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
31, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
32, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
33, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
34, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
35, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
36, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
37, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
38, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
39, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
40, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
41, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
42, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
43, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
44, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
45, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
46, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
47, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
48, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
49, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
50, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
51, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
52, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
53, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
54, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
55, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
56, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1308, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1,
57, 1207, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
58, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
59, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
60, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
61, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
62, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
63, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
64, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
65, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
66, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
67, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
68, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
69, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
70, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
71, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
72, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
73, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
74, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
75, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
76, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
77, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
78, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
79, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
80, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
81, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
82, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
83, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
84, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
85, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
86, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
87, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
88, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
89, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
90, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
91, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
92, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
93, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
94, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
95, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
96, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
97, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
98, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
99, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
100, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
101, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
102, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
103, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
104, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
105, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
106, 1189, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1261, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1,
107, 1179, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
108, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
109, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
110, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
111, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
112, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
113, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
114, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
115, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
116, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
117, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
118, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
119, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
120, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
121, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
122, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
123, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
124, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
125, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
126, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
127, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
128, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
129, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
130, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
131, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
132, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
133, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
134, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
135, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
136, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
137, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
138, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
139, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1,
140, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
141, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
142, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
143, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
144, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
145, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
146, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
147, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
148, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
149, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
150, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
151, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
152, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
153, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
154, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
155, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
156, 1178, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1230, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0,
157, 1214, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
158, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
159, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
160, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
161, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
162, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
163, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
164, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
165, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
166, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
167, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
168, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
169, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
170, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
171, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
172, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
173, 1196, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1188, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0,
